queries,MAL,TXT_char_count,TXT_char_count_no_spaces,TXT_word_count,TXT_avg_word_length,TXT_sentence_count,TXT_punctuation_count,TXT_special_char_count,TXT_text_density,TXT_has_question_mark,LING_query_type,LING_tense,LING_has_negation,LING_has_conditional,LING_modality_type,LING_clause_complexity,LING_verb_count,LING_noun_count,LING_verb_noun_ratio,SEM_domain_primary,SEM_domain_secondary,SEM_entity_person_count,SEM_entity_time_count,SEM_entity_location_count,SEM_entity_media_count,SEM_entity_finance_count,SEM_entity_health_count,SEM_entity_other_count,SEM_entity_distinct_count,SEM_abstractness,SEM_specificity,SEM_ambiguity,TASK_operation_count,TASK_needs_filtering,TASK_needs_aggregation,TASK_needs_sorting,TASK_multimodal_level,TASK_external_dependency,TASK_expected_result_count,TEMP_reference_type,TEMP_range_specificity,TEMP_recency_requirement,TEMP_realtime_need,TEMP_location_required,INTENT_urgency_level,INTENT_consequence_severity,INTENT_priority,INTENT_emotional_tone,INTENT_satisfaction_criticality,INFO_density_score,INFO_constraint_count,INFO_precision_requirement,INFO_recall_requirement,COMP_search_space_size,COMP_index_complexity,COMP_join_operations,COMP_reasoning_depth
올해 가장 많이 플레이한 게임 순서대로 알려줘,33.9973,24.0,20.0,6.0,3.33,1.0,0.0,0.0,0.25,0.0,creation,none,0.0,0.0,deontic,complex,1.0,3.0,0.33,media,social,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.4,0.7,0.2,3.0,1.0,0.0,0.0,2.0,1.0,1.0,none,0.0,0.0,0.0,0.0,1.0,1.0,1.0,neutral,2.0,0.6,1.0,0.6,0.6,2.0,1.0,0.0,3.0
올해 가장 많이 본 드라마 순서대로 알려줘,12.8249,24.0,20.0,5.0,4.0,1.0,0.0,0.0,0.21,0.0,creation,none,0.0,0.0,deontic,complex,1.0,2.0,0.5,media,none,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.4,0.7,0.2,3.0,1.0,0.0,0.0,2.0,1.0,1.0,none,0.0,0.0,0.0,0.0,1.0,1.0,1.0,neutral,2.0,0.6,1.0,0.6,0.6,2.0,1.0,0.0,3.0
지난달에 성진이랑 통화한 횟수 이번달과 비교해줘,19.2887,23.0,19.0,5.0,3.8,1.0,0.0,0.0,0.22,0.0,creation,none,0.0,0.0,deontic,complex,1.0,2.0,0.5,media,none,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.4,0.7,0.2,3.0,1.0,0.0,0.0,2.0,1.0,1.0,none,0.0,0.0,0.0,0.0,1.0,1.0,1.0,neutral,2.0,0.6,1.0,0.6,0.6,2.0,1.0,0.0,3.0
지난달에 성진이랑 메시지 교환 횟수 이번달과 비교해줘,21.6109,23.0,19.0,6.0,3.17,1.0,0.0,0.0,0.26,0.0,creation,none,0.0,0.0,deontic,complex,1.0,3.0,0.33,media,social,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.4,0.7,0.2,3.0,1.0,0.0,0.0,2.0,1.0,1.0,none,0.0,0.0,0.0,0.0,1.0,1.0,1.0,neutral,2.0,0.6,1.0,0.6,0.6,2.0,1.0,0.0,3.0
지난달에 성진이랑 만난 횟수 이번달과 비교해줘,20.2698,28.0,24.0,7.0,3.43,1.0,0.0,0.0,0.29,0.0,recommendation,future,0.0,0.0,deontic,complex,1.0,3.0,0.33,health,travel,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.5,0.7,0.3,3.0,1.0,0.0,1.0,1.0,1.0,3.0,none,0.0,0.0,0.0,0.0,2.0,1.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
지난달에 성진이랑 영상통화 횟수 이번달과 비교해줘,14.0343,28.0,24.0,7.0,3.43,1.0,0.0,0.0,0.29,0.0,recommendation,future,0.0,0.0,deontic,complex,1.0,3.0,0.33,health,travel,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.5,0.7,0.3,3.0,1.0,0.0,1.0,1.0,1.0,3.0,none,0.0,0.0,0.0,0.0,2.0,1.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
온라인 쇼핑과 오프라인 쇼핑 결제 금액 비교해줘,32.1986,27.0,23.0,7.0,3.29,1.0,0.0,0.0,0.3,0.0,recommendation,future,0.0,0.0,deontic,complex,1.0,3.0,0.33,health,travel,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.5,0.7,0.3,3.0,1.0,0.0,1.0,1.0,1.0,3.0,none,0.0,0.0,0.0,0.0,2.0,1.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
카드 결제와 현금 결제 금액 비교해줘,26.7424,27.0,23.0,7.0,3.29,1.0,0.0,0.0,0.3,0.0,recommendation,future,0.0,0.0,deontic,complex,1.0,3.0,0.33,health,travel,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.5,0.7,0.3,3.0,1.0,0.0,1.0,1.0,1.0,3.0,none,0.0,0.0,0.0,0.0,2.0,1.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
이번 달과 지난달 결제 금액 비교해줘,21.2016,29.0,24.0,8.0,3.0,1.0,0.0,0.0,0.28,0.0,search,future,0.0,0.0,deontic,complex,1.0,4.0,0.25,local,commerce,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.4,0.8,0.3,3.0,1.0,0.0,1.0,1.0,1.0,3.0,none,0.0,0.0,0.0,1.0,2.0,2.0,1.0,neutral,2.0,0.7,1.0,0.7,0.7,2.0,1.0,0.0,3.0
평일과 주말 결제 금액 비교해줘,30.0478,29.0,24.0,8.0,3.0,1.0,0.0,0.0,0.28,0.0,search,future,0.0,0.0,deontic,complex,1.0,4.0,0.25,local,commerce,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.4,0.8,0.3,3.0,1.0,0.0,1.0,1.0,1.0,3.0,none,0.0,0.0,0.0,1.0,2.0,2.0,1.0,neutral,2.0,0.7,1.0,0.7,0.7,2.0,1.0,0.0,3.0
이번 달이랑 지난달 근무 시간을 비교해줘,31.5749,28.0,23.0,8.0,2.88,1.0,0.0,0.0,0.29,0.0,search,future,0.0,0.0,deontic,complex,1.0,4.0,0.25,local,commerce,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.4,0.8,0.3,3.0,1.0,0.0,1.0,1.0,1.0,3.0,none,0.0,0.0,0.0,1.0,2.0,2.0,1.0,neutral,2.0,0.7,1.0,0.7,0.7,2.0,1.0,0.0,3.0
이번 달이랑 지난달 회의 시간을 비교해줘,17.9169,29.0,24.0,8.0,3.0,1.0,0.0,0.0,0.28,0.0,search,future,0.0,0.0,deontic,complex,1.0,4.0,0.25,travel,commerce,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.4,0.8,0.3,3.0,1.0,0.0,1.0,1.0,1.0,3.0,none,0.0,0.0,0.0,1.0,2.0,2.0,1.0,neutral,2.0,0.7,1.0,0.7,0.7,2.0,1.0,0.0,3.0
이번 달이랑 지난달 학습 시간을 비교해줘,21.2882,28.0,22.0,7.0,3.14,1.0,2.0,2.0,0.25,0.0,recommendation,none,0.0,0.0,deontic,complex,1.0,3.0,0.33,media,music,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.5,0.7,0.3,2.0,1.0,0.0,1.0,1.0,1.0,5.0,none,0.0,0.0,0.0,0.0,1.0,1.0,1.0,positive,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
이번 달이랑 지난달 작업 시간을 비교해줘,21.7818,35.0,28.0,7.0,4.0,1.0,2.0,2.0,0.2,0.0,recommendation,none,0.0,0.0,deontic,complex,1.0,3.0,0.33,media,movie,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.7,0.3,2.0,1.0,0.0,1.0,1.0,1.0,5.0,none,0.0,0.0,0.0,0.0,1.0,1.0,1.0,positive,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
여행 갔을 때 평소보다 평균 걸음 수가 얼마나 늘었지?,17.8381,31.0,25.0,7.0,3.57,1.0,2.0,2.0,0.23,0.0,recommendation,none,0.0,0.0,deontic,complex,1.0,3.0,0.33,media,tv,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.7,0.3,2.0,1.0,0.0,1.0,1.0,1.0,5.0,none,0.0,0.0,0.0,0.0,1.0,1.0,1.0,positive,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
여행 갔을 때 평소보다 활동량이 얼마나 늘었지?,27.7023,26.0,21.0,6.0,3.5,1.0,2.0,2.0,0.23,0.0,recommendation,none,0.0,0.0,deontic,complex,1.0,2.0,0.5,media,book,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.7,0.3,2.0,1.0,0.0,1.0,1.0,1.0,5.0,none,0.0,0.0,0.0,0.0,1.0,1.0,1.0,positive,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
여행 갔을 때 평소보다 이동 거리가 얼마나 늘었지?,22.2324,26.0,22.0,8.0,2.75,1.0,0.0,0.0,0.31,0.0,search,past,0.0,0.0,deontic,complex,1.0,4.0,0.25,local,commerce,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.5,0.7,0.4,3.0,1.0,0.0,1.0,2.0,1.0,3.0,none,0.0,0.0,0.0,1.0,2.0,2.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
여행 갔을 때 평소보다 칼로리 소모가 얼마나 늘었지?,29.7746,26.0,22.0,8.0,2.75,1.0,0.0,0.0,0.31,0.0,search,past,0.0,0.0,deontic,complex,1.0,4.0,0.25,local,commerce,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.5,0.7,0.4,3.0,1.0,0.0,1.0,2.0,1.0,3.0,none,0.0,0.0,0.0,1.0,2.0,2.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
지난달에 집에서 보낸 시간과 밖에서 보낸 시간 비교해줘,36.7562,29.0,24.0,9.0,2.67,1.0,0.0,0.0,0.31,0.0,search,past,0.0,0.0,deontic,complex,1.0,5.0,0.2,travel,none,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.5,0.7,0.4,3.0,1.0,0.0,1.0,2.0,1.0,3.0,none,0.0,0.0,0.0,1.0,2.0,2.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
지난달에 근무 시간과 여가 시간 비교해줘,21.8848,27.0,22.0,8.0,2.75,1.0,0.0,0.0,0.3,0.0,search,past,0.0,0.0,deontic,complex,1.0,4.0,0.25,travel,none,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.5,0.7,0.4,3.0,1.0,0.0,1.0,2.0,1.0,3.0,none,0.0,0.0,0.0,1.0,2.0,2.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
지난달과 이번달 취미생활하는데 쓴 시간 비교해줘,27.537,23.0,19.0,7.0,2.71,1.0,0.0,0.0,0.3,0.0,search,present,0.0,0.0,deontic,complex,1.0,3.0,0.33,commerce,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.6,0.3,2.0,1.0,0.0,1.0,2.0,1.0,5.0,none,0.0,0.0,0.0,0.0,1.0,1.0,1.0,neutral,2.0,0.5,1.0,0.7,0.7,2.0,1.0,0.0,3.0
지난달과 이번달에 가장 많이 먹은 음식 비교해줘,36.4351,24.0,20.0,7.0,2.86,1.0,0.0,0.0,0.29,0.0,search,present,0.0,0.0,deontic,complex,1.0,3.0,0.33,commerce,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.6,0.3,2.0,1.0,0.0,1.0,2.0,1.0,5.0,none,0.0,0.0,0.0,0.0,1.0,1.0,1.0,neutral,2.0,0.5,1.0,0.7,0.7,2.0,1.0,0.0,3.0
이번 주 요일 별 칼로리 소모량을 순서대로 알려줘,11.356,22.0,18.0,6.0,3.0,1.0,0.0,0.0,0.27,0.0,search,present,0.0,0.0,deontic,complex,1.0,2.0,0.5,commerce,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.6,0.3,2.0,1.0,0.0,1.0,2.0,1.0,5.0,none,0.0,0.0,0.0,0.0,1.0,1.0,1.0,neutral,2.0,0.5,1.0,0.7,0.7,2.0,1.0,0.0,3.0
이번 주 날짜 별 칼로리 소모량을 순서대로 알려줘,20.8111,26.0,21.0,6.0,3.5,1.0,0.0,0.0,0.23,0.0,search,present,0.0,0.0,deontic,complex,1.0,2.0,0.5,commerce,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.6,0.3,2.0,1.0,0.0,1.0,2.0,1.0,5.0,none,0.0,0.0,0.0,0.0,1.0,1.0,1.0,neutral,2.0,0.5,1.0,0.7,0.7,2.0,1.0,0.0,3.0
이번 주 시간 별 칼로리 소모량을 순서대로 알려줘,23.7308,24.0,20.0,6.0,3.33,1.0,0.0,0.0,0.25,0.0,search,present,0.0,0.0,deontic,complex,1.0,2.0,0.5,media,education,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.7,0.3,2.0,1.0,0.0,1.0,2.0,1.0,5.0,none,0.0,0.0,0.0,0.0,1.0,1.0,1.0,neutral,2.0,0.5,1.0,0.7,0.7,2.0,1.0,0.0,3.0
이번 주 활동 별 칼로리 소모량을 순서대로 알려줘,32.4589,26.0,22.0,6.0,3.67,1.0,0.0,0.0,0.23,0.0,search,present,0.0,0.0,deontic,complex,1.0,2.0,0.5,education,media,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.7,0.3,2.0,1.0,0.0,1.0,2.0,1.0,5.0,none,0.0,0.0,0.0,0.0,1.0,1.0,1.0,neutral,2.0,0.5,1.0,0.7,0.7,2.0,1.0,0.0,3.0
지난달 카드 결제 내역을 정리해서 가계부로 작성해줘,30.0569,25.0,21.0,6.0,3.5,1.0,0.0,0.0,0.24,0.0,search,present,0.0,0.0,deontic,complex,1.0,2.0,0.5,news,productivity,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.7,0.3,2.0,1.0,0.0,1.0,2.0,1.0,5.0,none,0.0,0.0,0.0,0.0,1.0,1.0,1.0,neutral,2.0,0.5,1.0,0.7,0.7,2.0,1.0,0.0,3.0
지난달 관리비 내역을 정리해서 가계부로 작성해줘,19.4243,23.0,19.0,6.0,3.17,1.0,0.0,0.0,0.26,0.0,search,present,0.0,0.0,deontic,complex,1.0,2.0,0.5,productivity,education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.7,0.3,2.0,1.0,0.0,1.0,2.0,1.0,5.0,none,0.0,0.0,0.0,0.0,1.0,1.0,1.0,neutral,2.0,0.5,1.0,0.7,0.7,2.0,1.0,0.0,3.0
지난달 저축 금액 내역을 정리해서 가계부로 작성해줘,34.3083,24.0,21.0,7.0,3.0,1.0,0.0,0.0,0.29,0.0,search,past,0.0,0.0,deontic,complex,1.0,3.0,0.33,travel,none,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.5,0.7,0.3,3.0,1.0,0.0,1.0,1.0,1.0,3.0,explicit,2.0,2.0,0.0,1.0,2.0,1.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
지난달 용돈 내역을 정리해서 가계부로 작성해줘,26.1903,23.0,20.0,7.0,2.86,1.0,0.0,0.0,0.3,0.0,search,past,0.0,0.0,deontic,complex,1.0,3.0,0.33,travel,none,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.5,0.7,0.3,3.0,1.0,0.0,1.0,1.0,1.0,3.0,explicit,2.0,2.0,0.0,1.0,2.0,1.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
작년 이맘때쯤 자주 들었던 음악 리스트 만들어줘,18.1467,24.0,21.0,7.0,3.0,1.0,0.0,0.0,0.29,0.0,search,past,0.0,0.0,deontic,complex,1.0,3.0,0.33,travel,none,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.5,0.7,0.3,3.0,1.0,0.0,1.0,1.0,1.0,3.0,explicit,2.0,2.0,0.0,1.0,2.0,1.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
작년 이맘때쯤 자주 시청한 영상 리스트 만들어줘,32.5002,30.0,25.0,8.0,3.13,1.0,0.0,0.0,0.27,0.0,search,past,0.0,0.0,deontic,complex,1.0,4.0,0.25,travel,none,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.5,0.7,0.4,3.0,1.0,0.0,1.0,1.0,1.0,3.0,explicit,2.0,2.0,0.0,1.0,2.0,1.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
작년 이맘때쯤 자주 플레이한 게임 리스트 만들어줘,17.6907,28.0,24.0,9.0,2.67,1.0,0.0,0.0,0.32,0.0,search,future,0.0,1.0,deontic,complex,1.0,4.0,0.25,commerce,none,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.7,0.4,3.0,1.0,0.0,1.0,2.0,1.0,3.0,none,0.0,0.0,0.0,0.0,2.0,1.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
작년 이맘때쯤 자주 읽은 책 리스트 만들어줘,20.6366,28.0,24.0,9.0,2.67,1.0,0.0,0.0,0.32,0.0,search,future,0.0,1.0,deontic,complex,1.0,4.0,0.25,commerce,none,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.7,0.4,3.0,1.0,0.0,1.0,2.0,1.0,3.0,none,0.0,0.0,0.0,0.0,2.0,1.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
어제 친구들과 단체 메신저 방에서 나눈 대화 내용을 요약해줘,21.3406,28.0,24.0,9.0,2.67,1.0,0.0,0.0,0.32,0.0,search,future,0.0,1.0,deontic,complex,1.0,4.0,0.25,commerce,none,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.7,0.4,3.0,1.0,0.0,1.0,2.0,1.0,3.0,none,0.0,0.0,0.0,0.0,2.0,1.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
어제 가족들과 단체 메신저 방에서 나눈 대화 내용을 요약해줘,18.0877,33.0,29.0,10.0,2.9,1.0,0.0,0.0,0.3,0.0,search,future,0.0,1.0,deontic,complex,1.0,5.0,0.2,commerce,none,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.7,0.4,3.0,1.0,0.0,1.0,2.0,1.0,3.0,none,0.0,0.0,0.0,0.0,2.0,1.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
어제 팀원들과 단체 메신저 방에서 나눈 대화 내용을 요약해줘,24.9038,25.0,21.0,8.0,2.62,1.0,0.0,0.0,0.32,0.0,recommendation,present,0.0,1.0,deontic,complex,1.0,3.0,0.33,health,travel,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.6,0.7,0.3,3.0,1.0,1.0,1.0,1.0,1.0,3.0,explicit,1.0,2.0,0.0,0.0,2.0,2.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
어제 동료들과 단체 메신저 방에서 나눈 대화 내용을 요약해줘,21.806,20.0,17.0,6.0,2.83,1.0,0.0,0.0,0.3,0.0,recommendation,present,0.0,1.0,deontic,complex,1.0,2.0,0.5,health,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6,0.6,0.3,2.0,1.0,0.0,1.0,1.0,1.0,3.0,explicit,1.0,2.0,1.0,1.0,2.0,2.0,1.0,neutral,2.0,0.5,1.0,0.7,0.7,2.0,1.0,0.0,3.0
이번주 마트에서 사야하는 물건 찍어둔 것 다 모아서 쇼핑리스트 만들어줘,22.965,27.0,23.0,8.0,2.88,1.0,0.0,0.0,0.3,0.0,recommendation,present,0.0,1.0,deontic,complex,1.0,3.0,0.33,health,none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.6,0.7,0.3,3.0,1.0,1.0,1.0,1.0,1.0,3.0,explicit,1.0,2.0,0.0,0.0,2.0,2.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
이번주 다이소에서 사야하는 물건 찍어둔 것 다 모아서 쇼핑리스트 만들어줘,35.0526,22.0,19.0,7.0,2.71,1.0,0.0,0.0,0.32,0.0,recommendation,present,0.0,0.0,deontic,complex,1.0,2.0,0.5,health,none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.6,0.6,0.3,2.0,1.0,0.0,1.0,1.0,1.0,3.0,implicit,1.0,1.0,0.0,0.0,2.0,1.0,1.0,neutral,2.0,0.5,1.0,0.7,0.7,2.0,1.0,0.0,3.0
이번주 올리브영에서 사야하는 물건 찍어둔 것 다 모아서 쇼핑리스트 만들어줘,21.6875,24.0,20.0,7.0,2.86,1.0,0.0,0.0,0.29,0.0,recommendation,present,0.0,0.0,deontic,complex,1.0,3.0,0.33,finance,commerce,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.5,0.7,0.3,3.0,1.0,1.0,1.0,1.0,1.0,3.0,explicit,1.0,1.0,1.0,1.0,2.0,2.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
이번주 편의점에서 사야하는 물건 찍어둔 것 다 모아서 쇼핑리스트 만들어줘,21.0415,25.0,21.0,7.0,3.0,1.0,0.0,0.0,0.28,0.0,recommendation,present,0.0,0.0,deontic,complex,1.0,3.0,0.33,finance,commerce,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.5,0.7,0.3,3.0,1.0,1.0,1.0,1.0,1.0,3.0,explicit,1.0,1.0,1.0,1.0,2.0,2.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
지난달에 정리한 강의노트를 한 장으로 요약 정리해줘,26.5597,24.0,20.0,7.0,2.86,1.0,0.0,0.0,0.29,0.0,recommendation,present,0.0,0.0,deontic,complex,1.0,3.0,0.33,finance,commerce,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.5,0.7,0.3,3.0,1.0,1.0,1.0,1.0,1.0,3.0,explicit,1.0,1.0,1.0,1.0,2.0,2.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
지난달에 작성한 업무노트를 한 장으로 요약 정리해줘,32.4549,23.0,19.0,7.0,2.71,1.0,0.0,0.0,0.3,0.0,recommendation,present,0.0,0.0,deontic,complex,1.0,3.0,0.33,finance,commerce,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.5,0.7,0.3,3.0,1.0,1.0,1.0,1.0,1.0,3.0,explicit,1.0,1.0,1.0,1.0,2.0,2.0,1.0,neutral,2.0,0.6,1.0,0.7,0.7,2.0,1.0,0.0,3.0
지난달에 녹음한 회의록을 한 장으로 요약 정리해줘,46.0703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지난달에 촬영한 메모를 한 장으로 요약 정리해줘,40.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스페인 여행에서 내가 갔던 곳 모두 정리해서 알려줘,27.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여름휴가 동안 내가 갔던 곳 모두 정리해서 알려줘,23.1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지난 주말에 내가 갔던 곳 모두 정리해서 알려줘,19.0671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가족 여행으로 내가 갔던 곳 모두 정리해서 알려줘,48.7953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가족 단체 사진만 모두 모아서 영상으로 만들어줘,81.7913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
반려동물 사진만 모두 모아서 영상으로 만들어줘,50.5136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내 증명 사진만 모두 모아서 영상으로 만들어줘,66.8085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
친구들과 사진만 모두 모아서 영상으로 만들어줘,91.1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만보 정도 걸을 수 있는 한강 산책 코스 추천해줘,14.7629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만보 정도 걸을 수 있는 동네 산책 코스 추천해줘,14.4268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만보 정도 걸을 수 있는 공원 산책로 추천해줘,18.6808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만보 정도 걸을 수 있는 해변 산책로 추천해줘,17.9301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10만원 정도 가격대로 갈 만한 집 근처 술집 찾아줘,14.7395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10만원 정도 가격대로 갈 만한 집 근처 식당 찾아줘,24.9278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10만원 정도 가격대로 갈 만한 집 근처 카페 찾아줘,16.5807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10만원 정도 가격대로 갈 만한 집 근처 펜션 찾아줘,24.5787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
블랙핑크 '뛰어' 랑 비슷한 느낌의 노래 추천해줘,12.4405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영화 '귀멸의 칼날: 무한성 편'이랑 비슷한 느낌의 영화 추천해줘,12.1376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
드라마 '오징어게임'이랑 비슷한 느낌의 드라마 추천해줘,26.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
책 '스토너'랑 비슷한 느낌의 책 추천해줘,24.9037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지난번 두산이가 말했던 식당이랑 비슷한 곳 찾아줘,26.4361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지난번 두산이가 말했던 카페랑 비슷한 곳 찾아줘,24.0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지난번 두산이가 말했던 나들이 장소랑 비슷한 곳 찾아줘,19.9965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
