queries,MAL,TXT_char_count,TXT_char_count_no_spaces,TXT_word_count,TXT_avg_word_length,TXT_sentence_count,TXT_punctuation_count,TXT_special_char_count,TXT_text_density,LING_query_type,LING_tense,LING_has_modality,LING_has_negation,LING_has_conditional,LING_clause_complexity,LING_verb_noun_ratio,SEM_domain_primary,SEM_domain_secondary,SEM_entity_person_count,SEM_entity_time_count,SEM_entity_object_count,SEM_abstractness_score,SEM_specificity_score,SEM_ambiguity_score,TASK_operation_count,TASK_needs_filtering,TASK_needs_aggregation,TASK_needs_sorting,TASK_modality_types,TASK_external_dependency,TASK_expected_result_count,TEMP_reference_type,TEMP_range_specificity,TEMP_recency_requirement,TEMP_realtime_need,TEMP_location_context_need,INTENT_urgency_level,INTENT_consequence_severity,INTENT_priority_indicator,INTENT_emotional_tone,INTENT_satisfaction_criticality,INFO_density_score,INFO_constraint_count,INFO_precision_requirement,INFO_recall_requirement,COMP_search_space_size,COMP_index_complexity,COMP_join_operations,COMP_reasoning_depth
지난달에 갔던 캠핑장과 비슷한 곳 찾아줘,27.9766,27,23,8,2.88,1,0,0,8.0,interrogative,past,0,0,0,2,0.8,travel,none,0,1,1,4,6,5,2,0,0,1,1,2,2,absolute,2,1,0,0,2,3,3,planning,6,4,6,4,6,2,2,3.0,
지난달에 갔던 공원과 비슷한 곳 찾아줘,18.1948,26,22,8,2.75,1,0,0,8.0,interrogative,past,0,0,0,2,0.8,travel,none,0,1,1,4,6,5,2,0,0,1,1,2,2,absolute,2,1,0,0,2,3,3,planning,6,4,6,4,6,2,2,3.0,
지난달에 갔던 수목원과 비슷한 곳 찾아줘,17.8119,27,23,8,2.88,1,0,0,8.0,interrogative,past,0,0,0,2,0.8,travel,none,0,1,1,4,6,5,2,0,0,1,1,2,2,absolute,2,1,0,0,2,3,3,planning,6,4,6,4,6,2,2,3.0,
지난달에 갔던 나들이 장소와 비슷한 곳 찾아줘,37.8376,31,27,9,3.0,1,0,0,9.0,interrogative,past,0,0,0,2,0.8,travel,none,0,1,1,4,6,5,2,0,0,1,1,2,2,absolute,2,1,0,0,2,3,3,planning,6,4,6,4,6,2,2,3.0,
사진에 있는 이런 가방을 구경해 볼 수 있는 곳 찾아줘,18.7553,32,28,9,3.11,1,0,0,9.0,interrogative,past,1,0,0,2,0.9,shopping,none,0,0,1,4,7,6,2,1,0,1,1,2,2,none,0,0,0,0,2,2,3,neutral,6,5,7,4,7,3,2,3.0,
사진에 있는 이런 소파를 구경해 볼 수 있는 곳 찾아줘,20.5872,32,28,9,3.11,1,0,0,9.0,interrogative,past,1,0,0,2,0.9,shopping,home,0,0,1,4,7,6,2,1,0,1,1,2,2,none,0,0,0,0,2,2,3,neutral,6,5,7,4,7,3,2,3.0,
사진에 있는 이런 식탁을 구경해 볼 수 있는 곳 찾아줘,32.2836,33,29,9,3.22,1,0,0,9.0,interrogative,past,1,0,0,2,0.9,shopping,home,0,0,1,4,7,6,2,1,0,1,1,2,2,none,0,0,0,0,2,2,3,neutral,6,5,7,4,7,3,2,3.0,
사진에 있는 이런 인테리어 장식을 구경해 볼 수 있는 곳 찾아줘,19.7669,38,34,10,3.4,1,0,0,10.0,interrogative,past,1,0,0,2,0.9,shopping,home,0,0,1,4,7,6,2,1,0,1,1,2,2,none,0,0,0,0,2,2,3,neutral,6,5,7,4,7,3,2,3.0,
오늘 목표 걸음수를 채울 수 있는 코스 추천해줘,22.0324,28,24,8,3.0,1,0,0,8.0,interrogative,present,1,0,0,2,0.9,fitness,none,0,1,1,4,7,3,2,1,0,1,1,2,2,relative,3,3,1,1,3,3,3,planning,7,5,7,5,7,2,2,2.0,
지금 근처에서 할 수 있는 운동 추천해줘,13.1321,23,19,7,2.71,1,0,0,7.0,interrogative,present,1,0,0,2,0.9,fitness,location,0,1,0,3,7,3,2,1,0,1,1,2,2,relative,3,3,1,1,3,3,3,planning,7,5,7,4,7,2,2,2.0,
오늘 목표 칼로리를 달성 할 수 있는 운동 추천해줘,10.5821,30,26,9,2.89,1,0,0,9.0,interrogative,present,1,0,0,2,0.9,fitness,health,0,1,0,4,7,3,2,1,0,1,1,2,2,relative,3,3,1,1,3,3,3,planning,8,5,8,4,7,2,2,2.0,
오늘같은 날씨에 하면 좋을 운동 추천해줘,12.9894,26,22,8,2.75,1,0,0,8.0,interrogative,present,0,0,0,2,0.9,fitness,weather,0,1,0,4,6,4,2,0,0,1,1,2,2,relative,2,2,1,0,2,2,2,neutral,6,4,6,4,6,2,1,2.0,
지금 여기 아울렛에서 할인되는 카드 추천해줘,15.8561,27,23,8,2.88,1,0,0,8.0,interrogative,present,0,0,0,2,0.9,finance,shopping,0,1,1,3,7,3,2,1,0,1,1,2,2,relative,3,3,1,1,3,3,3,planning,8,5,8,4,7,2,2,2.0,
지금 여기 백화점에서 할인되는 카드 추천해줘,17.9164,28,24,8,3.0,1,0,0,8.0,interrogative,present,0,0,0,2,0.9,finance,shopping,0,1,1,3,7,3,2,1,0,1,1,2,2,relative,3,3,1,1,3,3,3,planning,8,5,8,4,7,2,2,2.0,
지금 여기 식당에서 할인되는 카드 추천해줘,17.2717,28,24,8,3.0,1,0,0,8.0,interrogative,present,0,0,0,2,0.9,finance,food_drink,0,1,1,3,7,3,2,1,0,1,1,2,2,relative,3,3,1,1,3,3,3,planning,8,5,8,4,7,2,2,2.0,
지금 여기 카페에서 할인되는 카드 추천해줘,14.4256,27,23,8,2.88,1,0,0,8.0,interrogative,present,0,0,0,2,0.9,finance,food_drink,0,1,1,3,7,3,2,1,0,1,1,2,2,relative,3,3,1,1,3,3,3,planning,8,5,8,4,7,2,2,2.0,
출퇴근 시간에 볼 만한 영상 추천해줘,18.0612,20,18,5,3.6,1,0,0,18.0,interrogative,present,1,0,0,2,0.9,media,none,0,1,1,5,4,6,2,1,0,0,1,1,2,relative,2,1,0,0,2,1,2,planning,3,5,2,5,3,3,1,2.0,
공부할 때에 들으면 좋은 노래 추천해줘,14.1756,22,20,6,3.3,1,0,0,20.0,interrogative,present,1,0,1,2,0.9,media,education,0,0,1,6,4,5,2,1,0,0,1,0,2,none,0,0,0,0,2,1,2,planning,3,5,2,5,3,2,1,2.0,
운동 중에 즐길 만한 콘텐츠 추천해줘,17.051,20,18,5,3.6,1,0,0,18.0,interrogative,present,1,0,0,2,0.9,media,health,0,0,1,6,4,6,2,1,0,0,1,0,2,none,0,0,0,0,2,1,2,planning,3,5,2,5,3,2,1,2.0,
휴식 시간에 읽기 좋은 책 추천해줘,12.775,20,18,5,3.6,1,0,0,18.0,interrogative,present,1,0,0,2,0.9,media,none,0,1,1,5,4,5,2,1,0,0,1,0,2,relative,2,0,0,0,1,1,1,planning,3,4,2,4,2,2,1,2.0,
지금 대화 중인 친구들과 갈 만한 식당 찾아줘,18.7958,26,24,7,3.4,1,0,0,24.0,interrogative,present,1,0,0,2,0.9,food,social,1,0,1,4,6,5,2,1,0,0,1,2,2,relative,2,1,1,0,4,3,4,planning,4,6,3,6,3,3,2,3.0,
지금 대화 중인 친구들과 갈 만한 카페 찾아줘,19.255,26,24,7,3.4,1,0,0,24.0,interrogative,present,1,0,0,2,0.9,food,social,1,0,1,4,6,5,2,1,0,0,1,2,2,relative,2,1,1,0,4,3,4,planning,4,6,3,6,3,3,2,3.0,
지금 대화 중인 친구들과 갈 만한 펍 찾아줘,22.1998,24,22,7,3.1,1,0,0,22.0,interrogative,present,1,0,0,2,0.9,food,social,1,0,1,4,6,5,2,1,0,0,1,2,2,relative,2,1,1,0,4,3,4,planning,4,6,3,6,3,3,2,3.0,
지금 대화 중인 친구들과 갈 만한 노래방 찾아줘,12.8402,26,24,7,3.4,1,0,0,24.0,interrogative,present,1,0,0,2,0.9,media,social,1,0,1,4,6,5,2,1,0,0,1,2,2,relative,2,1,1,0,3,2,3,planning,3,5,3,5,3,3,2,3.0,
지금 내가 갖고 있는 멤버십 중에 여기 백화점에서 할인되는 멤버십 찾아줘,25.0356,40,36,11,3.3,1,0,0,36.0,interrogative,present,1,0,0,3,0.8,shopping,discount,1,0,2,5,9,5,3,1,1,1,1,2,2,relative,2,2,1,1,4,4,4,cost_sensitive,5,8,4,7,3,3,3,4.0,
지금 내가 갖고 있는 쿠폰 중에 여기 마트에서 할인되는 쿠폰 찾아줘,18.4119,38,34,11,3.1,1,0,0,34.0,interrogative,present,1,0,0,3,0.8,shopping,discount,1,0,2,5,9,5,3,1,1,1,1,2,2,relative,2,2,1,1,4,4,4,cost_sensitive,5,8,4,7,3,3,3,4.0,
지금 내가 갖고 있는 카드 중에 여기 아울렛에서 할인되는 카드 찾아줘,28.7196,38,34,11,3.1,1,0,0,34.0,interrogative,present,1,0,0,3,0.8,finance,discount,1,0,2,5,9,5,3,1,1,1,1,2,2,relative,2,2,1,1,4,4,4,cost_sensitive,5,8,4,7,3,3,3,4.0,
지금 내가 갖고 있는 카드 중에 여기 온라인쇼핑몰에서 할인되는 카드 찾아줘,19.6738,42,38,11,3.5,1,1,1,38.0,interrogative,present,1,0,0,3,0.8,finance,discount,1,0,2,5,9,5,3,1,1,1,1,2,2,relative,2,2,1,1,4,4,4,cost_sensitive,5,8,4,7,4,3,3,4.0,
지금 30분 정도 여유 시간에 볼만한 도서 추천해줘,10.3147,30,27,9,3.0,1,0,0,27.0,interrogative,present,1,0,0,2,0.9,media,none,0,1,1,5,6,6,2,1,0,0,1,1,2,absolute,3,1,1,0,2,1,2,planning,3,6,3,5,3,2,1,2.0,
지금 30분 정도 여유 시간에 볼만한 한국사 강의 추천해줘,17.7394,34,31,10,3.1,1,0,0,31.0,interrogative,present,1,0,0,2,0.9,education,media,0,1,1,6,7,6,2,1,0,0,1,1,2,absolute,3,1,1,0,2,1,2,planning,3,6,3,5,3,2,1,3.0,
지금 30분 정도 여유 시간에 볼만한 자기 계발 영상 추천해줘,15.1364,34,31,10,3.1,1,0,0,31.0,interrogative,present,1,0,0,2,0.9,media,self_help,0,1,1,7,7,6,2,1,0,0,1,1,2,absolute,3,1,1,0,2,1,2,planning,3,6,3,5,3,2,1,3.0,
지금 30분 정도 여유 시간에 볼만한 다큐멘터리 추천해줘,18.6942,32,29,9,3.2,1,0,0,29.0,interrogative,present,1,0,0,2,0.9,media,none,0,1,1,6,6,6,2,1,0,0,1,1,2,absolute,3,1,1,0,2,1,2,planning,3,6,3,5,3,2,1,3.0,
현재 위치에서 걸어서 갈 수 있는 맛집 리스트 보여줘,18.3592,30,27,9,3.0,1,0,0,27.0,interrogative,present,1,0,0,2,0.9,food,location,0,0,1,4,7,4,2,1,0,1,2,2,3,relative,2,2,1,1,4,3,4,planning,4,7,3,7,3,3,2,3.0,
현재 위치에서 걸어서 갈 수 있는 카페 리스트 보여줘,18.4366,30,27,9,3.0,1,0,0,27.0,interrogative,present,1,0,0,2,0.9,food,location,0,0,1,4,7,4,2,1,0,1,2,2,3,relative,2,2,1,1,4,3,4,planning,4,7,3,7,3,3,2,3.0,
현재 위치에서 걸어서 갈 수 있는 가볼만한 곳 리스트 보여줘,23.8414,32,29,9,3.2,1,0,0,29.0,interrogative,present,1,0,0,2,0.9,location,media,0,0,1,5,6,6,2,1,0,1,2,2,3,relative,2,2,1,1,4,3,4,planning,4,7,3,7,3,3,2,3.0,
현재 위치에서 걸어서 갈 수 있는 오프라인 쇼핑몰 리스트 보여줘,17.871,34,31,10,3.1,1,0,0,31.0,interrogative,present,1,0,0,2,0.9,shopping,location,0,0,1,5,7,5,2,1,0,1,2,2,3,relative,2,2,1,1,4,3,4,planning,4,7,3,7,3,3,2,3.0,
오늘 날씨에 적합한 패션 스타일 추천해줘,10.6296,24,22,7,3.1,1,0,0,22.0,interrogative,present,1,0,0,2,0.9,fashion,weather,0,1,1,5,6,5,2,1,0,0,1,1,2,absolute,2,2,1,0,3,2,3,planning,4,6,3,4,2,2,1,3.0,
오늘 출장지에 적합한 패션 스타일 추천해줘,22.7296,26,24,8,3.0,1,0,0,24.0,interrogative,present,1,0,0,2,0.9,fashion,travel,0,1,1,5,7,5,2,1,0,0,1,1,2,absolute,2,2,1,1,4,3,4,planning,4,6,3,4,2,2,1,3.0,
오늘 저녁 약속에 적합한 패션 스타일 추천해줘,19.0553,28,26,8,3.3,1,0,0,26.0,interrogative,present,1,0,0,2,0.9,fashion,social,0,1,1,5,7,5,2,1,0,0,1,1,2,absolute,2,2,1,0,4,3,4,planning,4,6,3,4,2,2,1,3.0,
이번 주말에 뭐 입으면 좋을지 추천해줘,17.5808,22,20,7,2.9,1,0,0,20.0,interrogative,present,1,0,1,2,0.9,fashion,none,0,1,0,4,5,6,2,0,0,0,1,0,2,relative,1,1,0,0,3,2,3,planning,3,5,2,4,2,1,1,2.0,
내가 자주 먹는 음식을 분석해서 늦은 밤에 먹기 좋은 건강식 추천해줘,26.025,38,34,12,2.8,1,0,0,34.0,interrogative,present,1,0,0,3,0.8,food,health,1,1,1,6,8,5,3,1,1,0,1,1,2,relative,2,1,0,0,3,3,3,planning,4,8,4,5,3,3,2,4.0,
내가 자주 먹는 음식을 분석해서 아침에 먹기 좋은 간편식 추천해줘,13.3468,38,34,12,2.8,1,0,0,34.0,interrogative,present,1,0,0,3,0.8,food,health,1,1,1,6,8,5,3,1,1,0,1,1,2,relative,2,1,0,0,3,3,3,planning,4,8,4,5,3,3,2,4.0,
내가 자주 먹는 음식을 분석해서 운동 후 먹기 좋은 음식 추천해줘,12.6053,38,34,12,2.8,1,0,0,34.0,interrogative,present,1,0,0,3,0.8,food,health,1,1,1,6,8,5,3,1,1,0,1,1,2,relative,2,1,0,0,3,3,3,planning,4,8,4,5,3,3,2,4.0,
내가 자주 먹는 음식을 분석해서 다이어트할 때 먹기 좋은 음식 추천해줘,28.1394,42,38,13,2.9,1,0,0,38.0,interrogative,present,1,0,1,3,0.8,food,health,1,1,1,7,9,5,3,1,1,0,1,1,2,relative,2,1,0,0,3,3,3,planning,4,8,4,5,3,3,2,4.0,
커피값 많이 쓰는 나한테 맞는 원두 구독 서비스 추천해줄래?,24.8223,34,30,11,2.7,1,1,0,30.0,interrogative,present,1,0,0,2,0.9,shopping,subscription,1,0,1,6,7,5,2,1,0,0,1,0,2,none,0,0,0,0,3,3,3,cost_sensitive,4,7,3,4,3,2,1,3.0,
영화 많이 보는 나한테 맞는 OTT 구독 서비스 추천해줄래?,15.5363,34,30,11,2.7,1,1,0,30.0,interrogative,present,1,0,0,2,0.9,media,subscription,1,0,1,6,7,5,2,1,0,0,1,0,2,none,0,0,0,0,3,2,3,planning,4,7,3,4,3,2,1,3.0,
트렌디한 영상 자주 보는 나한테 맞는 SNS/커뮤니티 서비스 추천해줄래?,26.3098,42,36,13,2.8,1,2,1,36.0,interrogative,present,1,0,0,3,0.9,social,subscription,1,0,1,7,7,6,2,1,0,0,1,0,2,none,0,0,0,0,3,3,3,planning,4,8,3,4,4,2,1,3.0,
음악 많이 듣는 나한테 맞는 음악 스트리밍 구독 서비스 추천해줄래?,18.4527,42,38,13,2.9,1,1,0,38.0,interrogative,present,1,0,0,3,0.9,media,subscription,1,0,1,6,7,5,2,1,0,0,1,0,2,none,0,0,0,0,3,2,3,planning,4,7,3,4,3,2,1,3.0,
내가 평소 듣는 콘텐츠 기준으로 재밌는 팟캐스트 추천해줘,27.8044,34,30,11,2.7,1,0,0,30.0,interrogative,present,1,0,0,3,0.8,media,personalization,1,0,1,6,7,5,3,1,1,0,1,1,2,none,0,0,0,0,3,2,3,planning,4,8,3,4,3,3,2,4.0,
내가 평소 보는 콘텐츠 기준으로 볼 만한 유튜브 채널 추천해줘,23.3731,38,34,12,2.8,1,0,0,34.0,interrogative,present,1,0,0,3,0.8,media,personalization,1,0,1,6,7,5,3,1,1,0,1,1,2,none,0,0,0,0,3,2,3,planning,4,8,3,4,3,3,2,4.0,
내가 평소 듣는 콘텐츠 기준으로 새로운 음악 추천해줘,15.7212,34,30,11,2.7,1,0,0,30.0,interrogative,present,1,0,0,3,0.8,media,personalization,1,0,1,6,7,5,3,1,1,0,1,1,2,none,0,0,0,0,3,2,3,planning,4,8,3,4,3,3,2,4.0,
내가 평소 듣는 콘텐츠 기준으로 들을 만한 라디오 추천해줘,21.2035,38,34,12,2.8,1,0,0,34.0,interrogative,present,1,0,0,3,0.8,media,personalization,1,0,1,6,7,5,3,1,1,0,1,1,2,none,0,0,0,0,3,2,3,planning,4,8,3,4,3,3,2,4.0,
재희랑 했던 대화를 분석해서 재희가 좋아할 만한 생일 선물 추천해줘,37.2681,40,36,13,2.8,1,0,0,36.0,interrogative,present,1,0,0,3,0.8,shopping,gift,1,1,1,7,8,5,3,1,1,0,1,1,2,relative,1,0,0,0,3,4,3,planning,5,8,4,4,3,3,2,4.0,
재희랑 했던 대화를 분석해서 재희가 좋아할 만한 기념일 선물 추천해줘,29.7371,42,38,13,2.9,1,0,0,38.0,interrogative,present,1,0,0,3,0.8,shopping,gift,1,1,1,7,8,5,3,1,1,0,1,1,2,relative,1,0,0,0,3,4,3,planning,5,8,4,4,3,3,2,4.0,
재희랑 했던 대화를 분석해서 재희가 좋아할 만한 크리스마스 선물 추천해줘,31.2297,44,40,14,2.9,1,0,0,40.0,interrogative,present,1,0,0,3,0.8,shopping,gift,1,1,1,7,8,5,3,1,1,0,1,1,2,relative,1,0,0,0,3,4,3,planning,5,8,4,4,3,3,2,4.0,
재희랑 했던 대화를 분석해서 재희가 좋아할 만한 졸업 선물 추천해줘,41.8565,42,38,13,2.9,1,0,0,38.0,interrogative,present,1,0,0,3,0.8,shopping,gift,1,1,1,7,8,5,3,1,1,0,1,1,2,relative,1,0,0,0,3,4,3,planning,5,8,4,4,3,3,2,4.0,
내가 자주 사는 치약을 최저가로 구매할 수 있는 곳 알려줘,20.2837,34,30,11,2.7,1,0,0,30.0,interrogative,present,1,0,0,2,0.9,shopping,price,1,0,1,4,8,4,2,1,0,1,2,2,3,none,0,2,0,0,3,3,3,cost_sensitive,4,7,4,4,3,3,2,3.0,
내가 자주 사는 샴푸를 할인가로 구매할 수 있는 곳 알려줘,17.4653,36,32,12,2.7,1,0,0,32.0,interrogative,present,1,0,0,2,0.9,shopping,price,1,0,1,4,8,4,2,1,0,1,2,2,3,none,0,2,0,0,3,3,3,cost_sensitive,4,7,4,4,3,3,2,3.0,
내가 자주 사는 세제를 특가로 구매할 수 있는 곳 알려줘,23.5022,36,32,12,2.7,1,0,0,32.0,interrogative,present,1,0,0,2,0.9,shopping,price,1,0,1,4,8,4,2,1,0,1,2,2,3,none,0,2,0,0,3,3,3,cost_sensitive,4,7,4,4,3,3,2,3.0,
내가 자주 사는 화장지를 저렴한 가격으로 구매할 수 있는 곳 알려줘,22.2698,40,36,13,2.8,1,0,0,36.0,interrogative,present,1,0,0,2,0.9,shopping,price,1,0,1,4,8,4,2,1,0,1,2,2,3,none,0,2,0,0,3,3,3,cost_sensitive,4,7,4,4,3,3,2,3.0,
내가 자주 보는 콘텐츠 기준으로 볼만한 최신 뉴스 검색해줘,24.3256,36,32,12,2.7,1,0,0,32.0,interrogative,present,1,0,0,3,0.8,news,personalization,1,1,1,6,7,5,3,1,1,0,2,2,3,absolute,3,3,1,0,4,3,4,planning,4,8,4,7,4,3,2,4.0,
내가 자주 보는 콘텐츠 기준으로 볼만한 최신 트렌드 검색해줘,15.0165,38,34,12,2.8,1,0,0,34.0,interrogative,present,1,0,0,3,0.8,news,personalization,1,1,1,7,7,6,3,1,1,0,2,2,3,absolute,3,3,1,0,4,3,4,planning,4,8,4,7,4,3,2,4.0,
내가 자주 보는 콘텐츠 기준으로 볼만한 최신 잡지 검색해줘,27.3833,38,34,12,2.8,1,0,0,34.0,interrogative,present,1,0,0,3,0.8,media,personalization,1,1,1,6,7,5,3,1,1,0,2,2,3,absolute,3,3,1,0,4,3,4,planning,4,8,4,7,4,3,2,4.0,
내가 자주 보는 콘텐츠 기준으로 볼만한 최신 블로그 검색해줘,15.2104,38,34,12,2.8,1,0,0,34.0,interrogative,present,1,0,0,3,0.8,media,personalization,1,1,1,6,7,5,3,1,1,0,2,2,3,absolute,3,3,1,0,4,3,4,planning,4,8,4,7,4,3,2,4.0,
나연이랑 갈만한 점심 식당 추천해줘,14.9039,24,22,7,3.1,1,0,0,22.0,interrogative,present,1,0,0,2,0.9,food,social,1,1,1,4,6,5,2,1,0,0,1,0,2,relative,1,1,0,0,3,3,3,planning,4,6,3,4,3,2,1,3.0,
나연이랑 갈만한 점심 카페 추천해줘,20.0891,24,22,7,3.1,1,0,0,22.0,interrogative,present,1,0,0,2,0.9,food,social,1,1,1,4,6,5,2,1,0,0,1,0,2,relative,1,1,0,0,3,3,3,planning,4,6,3,4,3,2,1,3.0,
나연이랑 갈만한 점심 데이트 장소 추천해줘,36.2261,24,21,5,4.2,1,0,0,5.0,interrogative,present,0,0,0,2,0.8,social,food,1,0,2,3,5,2,2,1,0,1,1,0,2,relative,3,3,0,1,3,2,3,positive,3,5,3,6,4,3,1,2.0,
나연이랑 갈만한 점심 브런치 카페 추천해줘,20.0408,25,22,5,4.4,1,0,0,5.0,interrogative,present,0,0,0,2,0.8,food,social,1,0,3,3,6,2,2,1,0,1,1,0,3,relative,3,3,0,1,3,2,3,positive,3,6,4,6,4,3,1,2.0,
내 건강 데이터를 참고해서 오늘 식단을 추천해줘,28.2162,25,22,6,3.7,1,0,0,6.0,interrogative,present,0,0,0,2,0.8,health,food,1,1,2,4,6,2,2,1,1,1,1,2,2,relative,3,4,0,0,4,4,4,positive,4,7,4,7,3,4,2,3.0,
내 일정(캘린더)을 참고해서 오늘 점심 메뉴 추천해줘,18.7407,30,26,6,4.3,1,2,2,6.0,interrogative,present,0,0,0,2,0.8,productivity,food,1,1,3,3,6,2,2,1,1,1,1,2,2,relative,3,4,0,1,4,3,4,positive,3,7,4,6,3,4,2,3.0,
내 목표 칼로리와 운동량을 참고해서 오늘 식단을 추천해줘,20.401,33,29,8,3.6,1,0,0,8.0,interrogative,present,0,0,0,2,0.8,health,food,1,1,3,4,7,2,2,1,1,1,1,2,2,relative,3,4,0,0,4,4,4,positive,4,8,5,7,3,4,2,4.0,
내 수면 분석 데이터를 참고해서 오늘 식단을 추천해줘,21.7058,30,26,7,3.7,1,0,0,7.0,interrogative,present,0,0,0,2,0.8,health,food,1,1,3,4,6,2,2,1,1,1,1,2,2,relative,3,4,0,0,4,4,4,positive,4,8,5,7,3,4,2,4.0,
