queries,MAL,TXT_char_count,TXT_char_count_no_spaces,TXT_word_count,TXT_avg_word_length,TXT_sentence_count,TXT_punctuation_count,TXT_has_question_mark,TXT_special_char_count,LING_query_type,LING_has_past_reference,LING_has_future_reference,LING_has_modal,LING_has_negation,LING_clause_complexity,LING_verb_noun_ratio,SEM_domain_primary,SEM_domain_secondary,SEM_entity_person_count,SEM_entity_time_count,SEM_entity_location_count,SEM_entity_finance_flag,SEM_abstractness_score,SEM_specificity_score,SEM_ambiguity_score,TASK_operation_count,TASK_needs_filtering,TASK_needs_aggregation,TASK_needs_sorting,TASK_modality_types,TASK_external_dependency,TASK_expected_result_count,TEMP_reference_type,TEMP_range_specificity,TEMP_recency_requirement,TEMP_realtime_need,TEMP_location_context_need,INTENT_urgency_level,INTENT_consequence_severity,INTENT_priority_indicator,INTENT_emotional_tone,INTENT_satisfaction_criticality,INFO_density_score,INFO_constraint_count,INFO_precision_requirement,INFO_recall_requirement,COMP_search_space_size,COMP_index_complexity,COMP_join_operations,COMP_reasoning_depth,TXT_question_mark,LING_tense,LING_has_conditional,SEM_entity_person,SEM_entity_location,SEM_entity_time,SEM_entity_org,SEM_entity_count,SEM_abstractness,SEM_specificity,SEM_ambiguity,TEMP_location_context,INTENT_priority,LING_has_modality,SEM_entity_location_org,TASK_needs_comparison,TXT_text_density,SEM_entity_media_count,SEM_entity_location_flag,SEM_entity_time_flag,TXT_contains_parentheses,LING_clause_count,LING_verb_count,LING_noun_count,SEM_has_person_entity,SEM_has_time_entity,SEM_has_health_entity,TASK_personalization_level,TEMP_time_range_specificity
이번 달이랑 지난달 회의 시간을 비교해줘,17.9169,26,23,6,3.83,1.0,0,,0,imperative,,,,0,2.0,0.7,work_study,time,,,,,,,,2,1,1,0,1,1,1,relative,2.0,4,0,,3,3,,curious,3.0,6.0,2.0,6.0,3.0,2.0,1.0,2.0,,0.0,mixed,0.0,0.0,,1.0,,2.0,2.0,7.0,3.0,0.0,3,0.0,0.0,1.0,,,,,,,,,,,,,
이번 달이랑 지난달 학습 시간을 비교해줘,21.2882,26,23,6,3.83,1.0,0,,0,imperative,,,,0,2.0,0.7,work_study,time,,,,,,,,2,1,1,0,1,1,1,relative,2.0,4,0,,3,3,,curious,3.0,6.0,2.0,6.0,3.0,2.0,1.0,2.0,,0.0,mixed,0.0,0.0,,1.0,,2.0,2.0,7.0,3.0,0.0,3,0.0,0.0,1.0,,,,,,,,,,,,,
이번 달이랑 지난달 작업 시간을 비교해줘,21.7818,26,23,6,3.83,1.0,0,,0,imperative,,,,0,2.0,0.7,work_study,time,,,,,,,,2,1,1,0,1,1,1,relative,2.0,4,0,,3,3,,curious,3.0,6.0,2.0,6.0,3.0,2.0,1.0,2.0,,0.0,mixed,0.0,0.0,,1.0,,2.0,2.0,7.0,3.0,0.0,3,0.0,0.0,1.0,,,,,,,,,,,,,
여행 갔을 때 평소보다 평균 걸음 수가 얼마나 늘었지?,17.8381,33,30,9,3.33,1.0,1,,1,interrogative,,,,0,2.0,0.7,health_fitness,lifestyle,,,,,,,,3,1,1,0,1,1,1,relative,2.0,3,0,,3,3,,curious,4.0,7.0,3.0,8.0,3.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,,1.0,,3.0,3.0,8.0,4.0,1.0,3,1.0,1.0,0.0,,,,,,,,,,,,,
여행 갔을 때 평소보다 활동량이 얼마나 늘었지?,27.7023,31,28,8,3.5,1.0,1,,1,interrogative,,,,0,2.0,0.7,health_fitness,lifestyle,,,,,,,,3,1,1,0,1,1,1,relative,2.0,3,0,,3,3,,curious,4.0,7.0,3.0,8.0,3.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,,1.0,,3.0,3.0,7.0,4.0,1.0,3,1.0,1.0,0.0,,,,,,,,,,,,,
여행 갔을 때 평소보다 이동 거리가 얼마나 늘었지?,22.2324,32,29,8,3.63,1.0,1,,1,interrogative,,,,0,2.0,0.7,health_fitness,lifestyle,,,,,,,,3,1,1,0,1,1,1,relative,2.0,3,0,,3,3,,curious,4.0,7.0,3.0,8.0,3.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,,1.0,,3.0,3.0,7.0,4.0,1.0,3,1.0,1.0,0.0,,,,,,,,,,,,,
여행 갔을 때 평소보다 칼로리 소모가 얼마나 늘었지?,29.7746,34,31,8,3.88,1.0,1,,1,interrogative,,,,0,2.0,0.7,health_fitness,lifestyle,,,,,,,,3,1,1,0,1,1,1,relative,2.0,3,0,,3,3,,curious,4.0,7.0,3.0,8.0,3.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,,1.0,,3.0,3.0,7.0,4.0,1.0,3,1.0,1.0,0.0,,,,,,,,,,,,,
지난달에 집에서 보낸 시간과 밖에서 보낸 시간 비교해줘,36.7562,34,31,9,3.44,1.0,0,,0,imperative,,,,0,2.0,0.7,lifestyle,time,,,,,,,,3,1,1,0,1,1,1,relative,2.0,3,0,,3,3,,curious,3.0,6.0,2.0,7.0,3.0,2.0,1.0,2.0,,0.0,past,0.0,0.0,,1.0,,3.0,2.0,7.0,4.0,1.0,3,0.0,1.0,1.0,,,,,,,,,,,,,
지난달에 근무 시간과 여가 시간 비교해줘,21.8848,27,24,7,3.43,1.0,0,,0,imperative,,,,0,2.0,0.7,work_study,time,,,,,,,,2,1,1,0,1,1,1,relative,2.0,3,0,,3,3,,curious,3.0,6.0,2.0,6.0,3.0,2.0,1.0,2.0,,0.0,past,0.0,0.0,,1.0,,2.0,2.0,7.0,3.0,0.0,3,0.0,0.0,1.0,,,,,,,,,,,,,
지난달과 이번달 취미생활하는데 쓴 시간 비교해줘,27.537,30,27,8,3.38,1.0,0,,0,imperative,,,,0,2.0,0.7,lifestyle,time,,,,,,,,2,1,1,0,1,1,1,relative,2.0,4,0,,3,3,,curious,3.0,6.0,2.0,6.0,3.0,2.0,1.0,2.0,,0.0,mixed,0.0,0.0,,1.0,,2.0,2.0,7.0,3.0,0.0,3,0.0,0.0,1.0,,,,,,,,,,,,,
지난달과 이번달에 가장 많이 먹은 음식 비교해줘,36.4351,31,28,8,3.5,1.0,0,,0,imperative,,,,0,2.0,0.7,lifestyle,health_fitness,,,,,,,,3,1,1,0,1,1,1,relative,2.0,4,0,,3,3,,curious,3.0,6.0,2.0,6.0,3.0,2.0,1.0,2.0,,0.0,mixed,0.0,0.0,,1.0,,3.0,2.0,7.0,4.0,0.0,3,1.0,0.0,1.0,,,,,,,,,,,,,
이번 주 요일 별 칼로리 소모량을 순서대로 알려줘,11.356,30,27,8,3.38,1.0,0,,0,imperative,,,,0,2.0,0.7,health_fitness,time,,,,,,,,3,1,1,1,0,1,2,relative,3.0,5,0,,3,3,,planning,3.0,7.0,3.0,8.0,3.0,2.0,1.0,2.0,,0.0,present,0.0,0.0,,1.0,,3.0,2.0,9.0,3.0,0.0,3,1.0,0.0,1.0,,,,,,,,,,,,,
이번 주 날짜 별 칼로리 소모량을 순서대로 알려줘,20.8111,31,28,8,3.5,1.0,0,,0,imperative,,,,0,2.0,0.7,health_fitness,time,,,,,,,,3,1,1,1,0,1,2,relative,3.0,5,0,,3,3,,planning,3.0,7.0,3.0,8.0,3.0,2.0,1.0,2.0,,0.0,present,0.0,0.0,,1.0,,3.0,2.0,9.0,3.0,0.0,3,1.0,0.0,1.0,,,,,,,,,,,,,
이번 주 시간 별 칼로리 소모량을 순서대로 알려줘,23.7308,31,28,8,3.5,1.0,0,,0,imperative,,,,0,2.0,0.7,health_fitness,time,,,,,,,,3,1,1,1,0,1,2,relative,3.0,5,0,,3,3,,planning,3.0,7.0,3.0,8.0,3.0,2.0,1.0,2.0,,0.0,present,0.0,0.0,,1.0,,3.0,2.0,9.0,3.0,0.0,3,1.0,0.0,1.0,,,,,,,,,,,,,
이번 주 활동 별 칼로리 소모량을 순서대로 알려줘,32.4589,32,29,8,3.63,1.0,0,,0,imperative,,,,0,2.0,0.7,health_fitness,lifestyle,,,,,,,,3,1,1,1,0,1,2,relative,3.0,5,0,,3,3,,planning,3.0,7.0,3.0,8.0,3.0,2.0,1.0,2.0,,0.0,present,0.0,0.0,,1.0,,3.0,2.0,9.0,3.0,0.0,3,1.0,0.0,1.0,,,,,,,,,,,,,
지난달 카드 결제 내역을 정리해서 가계부로 작성해줘,30.0569,33,30,8,3.75,1.0,0,,0,imperative,,,,0,2.0,0.7,finance,time,,,,,,,,4,1,1,0,1,1,3,relative,2.0,3,0,,3,4,,planning,4.0,8.0,3.0,9.0,3.0,3.0,2.0,3.0,,0.0,past,0.0,0.0,,1.0,,3.0,4.0,6.0,5.0,0.0,4,0.0,0.0,0.0,,,,,,,,,,,,,
지난달 관리비 내역을 정리해서 가계부로 작성해줘,19.4243,32,29,8,3.63,1.0,0,,0,imperative,,,,0,2.0,0.7,finance,time,,,,,,,,4,1,1,0,1,1,3,relative,2.0,3,0,,3,4,,planning,4.0,8.0,3.0,9.0,3.0,3.0,2.0,3.0,,0.0,past,0.0,0.0,,1.0,,3.0,4.0,6.0,5.0,0.0,4,0.0,0.0,0.0,,,,,,,,,,,,,
지난달 저축 금액 내역을 정리해서 가계부로 작성해줘,34.3083,34,31,8,3.88,1.0,0,,0,imperative,,,,0,2.0,0.7,finance,time,,,,,,,,4,1,1,0,1,1,3,relative,2.0,3,0,,3,4,,planning,4.0,8.0,3.0,9.0,3.0,3.0,2.0,3.0,,0.0,past,0.0,0.0,,1.0,,3.0,4.0,6.0,5.0,0.0,4,0.0,0.0,0.0,,,,,,,,,,,,,
지난달 용돈 내역을 정리해서 가계부로 작성해줘,26.1903,32,29,8,3.63,1.0,0,,0,imperative,,,,0,2.0,0.7,finance,time,,,,,,,,4,1,1,0,1,1,3,relative,2.0,3,0,,3,4,,planning,4.0,8.0,3.0,9.0,3.0,3.0,2.0,3.0,,0.0,past,0.0,0.0,,1.0,,3.0,4.0,6.0,5.0,0.0,4,0.0,0.0,0.0,,,,,,,,,,,,,
작년 이맘때쯤 자주 들었던 음악 리스트 만들어줘,18.1467,30,27,8,3.38,1.0,0,,0,imperative,,,,0,2.0,0.7,media,entertainment,,,,,,,,3,1,1,0,1,1,3,relative,1.0,2,0,,2,2,,planning,3.0,7.0,2.0,8.0,3.0,2.0,1.0,2.0,,0.0,past,0.0,0.0,,1.0,,2.0,3.0,6.0,5.0,0.0,2,0.0,0.0,0.0,,,,,,,,,,,,,
작년 이맘때쯤 자주 시청한 영상 리스트 만들어줘,32.5002,32,29,8,3.63,1.0,0,,0,imperative,,,,0,2.0,0.7,media,entertainment,,,,,,,,3,1,1,0,1,1,3,relative,1.0,2,0,,2,2,,planning,3.0,7.0,2.0,8.0,3.0,2.0,1.0,2.0,,0.0,past,0.0,0.0,,1.0,,2.0,3.0,6.0,5.0,0.0,2,0.0,0.0,0.0,,,,,,,,,,,,,
작년 이맘때쯤 자주 플레이한 게임 리스트 만들어줘,17.6907,32,29,8,3.63,1.0,0,,0,imperative,,,,0,2.0,0.7,media,entertainment,,,,,,,,3,1,1,0,1,1,3,relative,1.0,2,0,,2,2,,planning,3.0,7.0,2.0,8.0,3.0,2.0,1.0,2.0,,0.0,past,0.0,0.0,,1.0,,2.0,3.0,6.0,5.0,0.0,2,0.0,0.0,0.0,,,,,,,,,,,,,
작년 이맘때쯤 자주 읽은 책 리스트 만들어줘,20.6366,30,27,8,3.38,1.0,0,,0,imperative,,,,0,2.0,0.7,media,other,,,,,,,,3,1,1,0,1,1,3,relative,1.0,2,0,,2,2,,planning,3.0,7.0,2.0,8.0,3.0,2.0,1.0,2.0,,0.0,past,0.0,0.0,,1.0,,2.0,3.0,6.0,5.0,0.0,2,0.0,0.0,0.0,,,,,,,,,,,,,
어제 친구들과 단체 메신저 방에서 나눈 대화 내용을 요약해줘,21.3406,37,34,10,3.4,1.0,0,,0,imperative,,,,0,2.0,1.0,communication,social,,,,,,,,3,1,1,0,0,1,3,relative,3.0,5,0,,3,3,,planning,4.0,8.0,3.0,9.0,3.0,3.0,2.0,3.0,,0.0,past,0.0,0.0,,1.0,,3.0,5.0,5.0,6.0,0.0,4,0.0,0.0,0.0,,,,,,,,,,,,,
어제 가족들과 단체 메신저 방에서 나눈 대화 내용을 요약해줘,18.0877,37,34,10,3.4,1.0,0,,0,imperative,,,,0,2.0,1.0,communication,social,,,,,,,,3,1,1,0,0,1,3,relative,3.0,5,0,,3,3,,planning,4.0,8.0,3.0,9.0,3.0,3.0,2.0,3.0,,0.0,past,0.0,0.0,,1.0,,3.0,5.0,5.0,6.0,0.0,4,0.0,0.0,0.0,,,,,,,,,,,,,
어제 팀원들과 단체 메신저 방에서 나눈 대화 내용을 요약해줘,24.9038,37,34,10,3.4,1.0,0,,0,imperative,,,,0,2.0,1.0,communication,work_study,,,,,,,,3,1,1,0,0,1,3,relative,3.0,5,0,,3,3,,planning,4.0,8.0,3.0,9.0,3.0,3.0,2.0,3.0,,0.0,past,0.0,0.0,,1.0,,3.0,5.0,5.0,6.0,0.0,4,0.0,0.0,0.0,,,,,,,,,,,,,
어제 동료들과 단체 메신저 방에서 나눈 대화 내용을 요약해줘,21.806,37,34,10,3.4,1.0,0,,0,imperative,,,,0,2.0,1.0,communication,work_study,,,,,,,,3,1,1,0,0,1,3,relative,3.0,5,0,,3,3,,planning,4.0,8.0,3.0,9.0,3.0,3.0,2.0,3.0,,0.0,past,0.0,0.0,,1.0,,3.0,5.0,5.0,6.0,0.0,4,0.0,0.0,0.0,,,,,,,,,,,,,
이번주 마트에서 사야하는 물건 찍어둔 것 다 모아서 쇼핑리스트 만들어줘,22.965,43,40,11,3.64,1.0,0,,0,imperative,,,,0,2.0,1.0,shopping,lifestyle,,,,,,,,3,1,1,0,0,1,3,relative,2.0,4,0,,3,3,,planning,4.0,8.0,3.0,9.0,3.0,3.0,2.0,3.0,,0.0,present,0.0,0.0,,1.0,,3.0,4.0,6.0,5.0,1.0,3,0.0,1.0,0.0,,,,,,,,,,,,,
이번주 다이소에서 사야하는 물건 찍어둔 것 다 모아서 쇼핑리스트 만들어줘,35.0526,45,42,11,3.82,1.0,0,,0,imperative,,,,0,2.0,1.0,shopping,lifestyle,,,,,,,,3,1,1,0,0,1,3,relative,2.0,4,0,,3,3,,planning,4.0,8.0,3.0,9.0,3.0,3.0,2.0,3.0,,0.0,present,0.0,0.0,,1.0,,3.0,4.0,6.0,5.0,1.0,3,0.0,1.0,0.0,,,,,,,,,,,,,
이번주 올리브영에서 사야하는 물건 찍어둔 것 다 모아서 쇼핑리스트 만들어줘,21.6875,47,44,11,4.0,1.0,0,,0,imperative,,,,0,2.0,1.0,shopping,lifestyle,,,,,,,,3,1,1,0,0,1,3,relative,2.0,4,0,,3,3,,planning,4.0,8.0,3.0,9.0,3.0,3.0,2.0,3.0,,0.0,present,0.0,0.0,,1.0,,3.0,4.0,6.0,5.0,1.0,3,0.0,1.0,0.0,,,,,,,,,,,,,
이번주 편의점에서 사야하는 물건 찍어둔 것 다 모아서 쇼핑리스트 만들어줘,21.0415,45,42,11,3.82,1.0,0,,0,imperative,,,,0,2.0,1.0,shopping,lifestyle,,,,,,,,3,1,1,0,0,1,3,relative,2.0,4,0,,3,3,,planning,4.0,8.0,3.0,9.0,3.0,3.0,2.0,3.0,,0.0,present,0.0,0.0,,1.0,,3.0,4.0,6.0,5.0,1.0,3,0.0,1.0,0.0,,,,,,,,,,,,,
지난달에 정리한 강의노트를 한 장으로 요약 정리해줘,26.5597,33,30,9,3.33,1.0,0,,0,imperative,,,,0,2.0,1.0,work_study,none,,,,,,,,3,1,1,0,0,1,3,relative,2.0,4,0,,4,4,,planning,4.0,8.0,3.0,9.0,3.0,3.0,2.0,3.0,,0.0,past,0.0,0.0,,1.0,,2.0,5.0,6.0,6.0,0.0,4,0.0,0.0,0.0,,,,,,,,,,,,,
지난달에 작성한 업무노트를 한 장으로 요약 정리해줘,32.4549,34,31,9,3.44,1.0,0,,0,imperative,,,,0,2.0,1.0,work_study,none,,,,,,,,3,1,1,0,0,1,3,relative,2.0,4,0,,4,4,,planning,4.0,8.0,3.0,9.0,3.0,3.0,2.0,3.0,,0.0,past,0.0,0.0,,1.0,,2.0,5.0,6.0,6.0,0.0,4,0.0,0.0,0.0,,,,,,,,,,,,,
지난달에 녹음한 회의록을 한 장으로 요약 정리해줘,46.0703,27,24,7,3.43,1.0,0,,0,imperative,,,,0,2.0,0.6,summary,work,0.0,1.0,0.0,,,,,2,0,1,0,1,1,single,absolute,2.0,1,0,,2,2,,goal_oriented,3.0,7.0,3.0,7.0,2.0,2.0,1.0,3.0,,,past,0.0,,,,,,6.0,7.0,3.0,0.0,2,0.0,,,24.0,1.0,,,,,,,,,,,
지난달에 촬영한 메모를 한 장으로 요약 정리해줘,40.983,26,23,7,3.29,1.0,0,,0,imperative,,,,0,2.0,0.6,summary,work,0.0,1.0,0.0,,,,,2,0,1,0,1,1,single,absolute,2.0,1,0,,2,2,,goal_oriented,3.0,7.0,3.0,7.0,2.0,2.0,1.0,3.0,,,past,0.0,,,,,,6.0,7.0,3.0,0.0,2,0.0,,,23.0,1.0,,,,,,,,,,,
스페인 여행에서 내가 갔던 곳 모두 정리해서 알려줘,27.994,28,25,8,3.12,1.0,0,,0,imperative,,,,0,2.0,0.5,travel,personal,1.0,0.0,1.0,,,,,2,0,1,0,1,1,many,none,0.0,1,0,,2,2,,neutral,3.0,6.0,2.0,8.0,2.0,1.0,1.0,2.0,,,past,0.0,,,,,,4.0,6.0,4.0,1.0,2,0.0,,,25.0,0.0,,,,,,,,,,,
여름휴가 동안 내가 갔던 곳 모두 정리해서 알려줘,23.1966,26,23,8,2.88,1.0,0,,0,imperative,,,,0,2.0,0.5,travel,personal,1.0,1.0,1.0,,,,,2,0,1,0,1,1,many,relative,1.0,1,0,,2,2,,neutral,3.0,6.0,2.0,8.0,2.0,1.0,1.0,2.0,,,past,0.0,,,,,,4.0,5.0,4.0,1.0,2,0.0,,,23.0,0.0,,,,,,,,,,,
지난 주말에 내가 갔던 곳 모두 정리해서 알려줘,19.0671,25,22,8,2.75,1.0,0,,0,imperative,,,,0,2.0,0.5,travel,personal,1.0,1.0,1.0,,,,,2,0,1,0,1,1,many,absolute,3.0,2,0,,3,2,,neutral,3.0,6.0,2.0,8.0,2.0,1.0,1.0,2.0,,,past,0.0,,,,,,4.0,6.0,3.0,1.0,3,0.0,,,22.0,0.0,,,,,,,,,,,
가족 여행으로 내가 갔던 곳 모두 정리해서 알려줘,48.7953,25,22,8,2.75,1.0,0,,0,imperative,,,,0,2.0,0.5,travel,family,1.0,0.0,1.0,,,,,2,0,1,0,1,1,many,none,0.0,1,0,,3,3,,neutral,4.0,6.0,2.0,8.0,2.0,1.0,1.0,2.0,,,past,0.0,,,,,,4.0,6.0,3.0,1.0,3,0.0,,,22.0,0.0,,,,,,,,,,,
가족 단체 사진만 모두 모아서 영상으로 만들어줘,81.7913,26,23,8,2.88,1.0,0,,0,imperative,,,,0,2.0,0.5,photo_video,family,1.0,0.0,0.0,,,,,3,1,1,0,2,2,many,none,0.0,1,0,,2,3,,neutral,4.0,7.0,3.0,8.0,2.0,2.0,2.0,3.0,,,none,0.0,,,,,,5.0,6.0,4.0,0.0,3,0.0,,,23.0,1.0,,,,,,,,,,,
반려동물 사진만 모두 모아서 영상으로 만들어줘,50.5136,26,23,8,2.88,1.0,0,,0,imperative,,,,0,2.0,0.5,photo_video,pet,1.0,0.0,0.0,,,,,3,1,1,0,2,2,many,none,0.0,1,0,,2,3,,neutral,4.0,7.0,3.0,8.0,2.0,2.0,2.0,3.0,,,none,0.0,,,,,,5.0,6.0,4.0,0.0,3,0.0,,,23.0,1.0,,,,,,,,,,,
내 증명 사진만 모두 모아서 영상으로 만들어줘,66.8085,25,22,8,2.75,1.0,0,,0,imperative,,,,0,2.0,0.5,photo_video,personal,1.0,0.0,0.0,,,,,3,1,1,0,2,2,many,none,0.0,1,0,,2,3,,neutral,4.0,7.0,3.0,8.0,2.0,2.0,2.0,3.0,,,none,0.0,,,,,,5.0,7.0,3.0,0.0,3,0.0,,,22.0,1.0,,,,,,,,,,,
친구들과 사진만 모두 모아서 영상으로 만들어줘,91.1981,26,23,8,2.88,1.0,0,,0,imperative,,,,0,2.0,0.5,photo_video,friends,1.0,0.0,0.0,,,,,3,1,1,0,2,2,many,none,0.0,1,0,,2,3,,neutral,4.0,7.0,3.0,8.0,2.0,2.0,2.0,3.0,,,none,0.0,,,,,,5.0,6.0,4.0,0.0,3,0.0,,,23.0,1.0,,,,,,,,,,,
만보 정도 걸을 수 있는 한강 산책 코스 추천해줘,14.7629,28,25,8,3.12,1.0,0,,0,imperative,,,,0,2.0,0.6,fitness,health,0.0,0.0,1.0,,,,,2,1,0,0,1,2,few,none,0.0,2,1,,3,2,,goal_oriented,3.0,7.0,3.0,5.0,2.0,1.0,1.0,2.0,,,present,0.0,,,,,,3.0,7.0,3.0,1.0,3,1.0,,,25.0,0.0,,,,,,,,,,,
만보 정도 걸을 수 있는 동네 산책 코스 추천해줘,14.4268,27,24,8,3.0,1.0,0,,0,imperative,,,,0,2.0,0.6,fitness,health,0.0,0.0,1.0,,,,,2,1,0,0,1,2,few,none,0.0,2,1,,3,2,,goal_oriented,3.0,7.0,3.0,5.0,2.0,1.0,1.0,2.0,,,present,0.0,,,,,,3.0,6.0,3.0,1.0,3,1.0,,,24.0,0.0,,,,,,,,,,,
만보 정도 걸을 수 있는 공원 산책로 추천해줘,18.6808,28,25,8,3.12,1.0,0,,0,imperative,,,,0,2.0,0.6,fitness,health,0.0,0.0,1.0,,,,,2,1,0,0,1,2,few,none,0.0,2,1,,3,2,,goal_oriented,3.0,7.0,3.0,5.0,2.0,1.0,1.0,2.0,,,present,0.0,,,,,,3.0,6.0,3.0,1.0,3,1.0,,,25.0,0.0,,,,,,,,,,,
만보 정도 걸을 수 있는 해변 산책로 추천해줘,17.9301,28,25,8,3.12,1.0,0,,0,imperative,,,,0,2.0,0.6,fitness,health,0.0,0.0,1.0,,,,,2,1,0,0,1,2,few,none,0.0,2,1,,3,2,,goal_oriented,3.0,7.0,3.0,5.0,2.0,1.0,1.0,2.0,,,present,0.0,,,,,,3.0,6.0,3.0,1.0,3,1.0,,,25.0,0.0,,,,,,,,,,,
10만원 정도 가격대로 갈 만한 집 근처 술집 찾아줘,14.7395,29,26,9,2.89,1.0,0,,0,imperative,,,,0,2.0,0.6,food_drink,shopping,0.0,0.0,1.0,,,,,2,1,0,0,1,2,few,none,0.0,2,1,,3,2,,neutral,3.0,7.0,4.0,4.0,2.0,2.0,1.0,2.0,,,present,0.0,,,,,,3.0,7.0,3.0,1.0,3,1.0,,,26.0,0.0,,,,,,,,,,,
10만원 정도 가격대로 갈 만한 집 근처 식당 찾아줘,24.9278,29,26,9,2.89,1.0,0,,0,imperative,,,,0,2.0,0.6,food_drink,shopping,0.0,0.0,1.0,,,,,2,1,0,0,1,2,few,none,0.0,2,1,,3,2,,neutral,3.0,7.0,4.0,4.0,2.0,2.0,1.0,2.0,,,present,0.0,,,,,,3.0,7.0,3.0,1.0,3,1.0,,,26.0,0.0,,,,,,,,,,,
10만원 정도 가격대로 갈 만한 집 근처 카페 찾아줘,16.5807,28,25,9,2.78,1.0,0,,0,imperative,,,,0,2.0,0.6,food_drink,shopping,0.0,0.0,1.0,,,,,2,1,0,0,1,2,few,none,0.0,2,1,,3,2,,neutral,3.0,7.0,4.0,4.0,2.0,2.0,1.0,2.0,,,present,0.0,,,,,,3.0,7.0,3.0,1.0,3,1.0,,,25.0,0.0,,,,,,,,,,,
10만원 정도 가격대로 갈 만한 집 근처 펜션 찾아줘,24.5787,29,26,9,2.89,1.0,0,,0,imperative,,,,0,2.0,0.6,travel,shopping,0.0,0.0,1.0,,,,,2,1,0,0,1,2,few,none,0.0,2,1,,3,3,,neutral,4.0,7.0,4.0,4.0,2.0,2.0,1.0,2.0,,,present,0.0,,,,,,3.0,7.0,3.0,1.0,3,1.0,,,26.0,0.0,,,,,,,,,,,
블랙핑크 '뛰어' 랑 비슷한 느낌의 노래 추천해줘,12.4405,30,26,8,3.25,1.0,2,,2,imperative,,,,0,2.0,0.6,media,music,0.0,0.0,0.0,,,,,2,0,0,0,1,1,few,none,0.0,1,0,,2,2,,neutral,3.0,6.0,2.0,4.0,3.0,2.0,1.0,2.0,,,none,0.0,,,,,,7.0,6.0,7.0,0.0,2,0.0,,,26.0,1.0,,,,,,,,,,,
영화 '귀멸의 칼날: 무한성 편'이랑 비슷한 느낌의 영화 추천해줘,12.1376,36,30,8,3.75,1.0,4,,4,imperative,,,,0,2.0,0.6,media,movie,0.0,0.0,0.0,,,,,2,0,0,0,1,1,few,none,0.0,1,0,,2,2,,neutral,3.0,6.0,2.0,4.0,3.0,2.0,1.0,2.0,,,none,0.0,,,,,,7.0,7.0,7.0,0.0,2,0.0,,,30.0,1.0,,,,,,,,,,,
드라마 '오징어게임'이랑 비슷한 느낌의 드라마 추천해줘,26.245,30,26,8,3.25,1.0,2,,2,imperative,,,,0,2.0,0.6,media,drama,0.0,0.0,0.0,,,,,2,0,0,0,1,1,few,none,0.0,1,0,,2,2,,neutral,3.0,6.0,2.0,4.0,3.0,2.0,1.0,2.0,,,none,0.0,,,,,,7.0,7.0,7.0,0.0,2,0.0,,,26.0,1.0,,,,,,,,,,,
책 '스토너'랑 비슷한 느낌의 책 추천해줘,24.9037,26,22,7,3.14,1.0,2,,2,imperative,,,,0,2.0,0.6,media,book,0.0,0.0,0.0,,,,,2,0,0,0,1,1,few,none,0.0,1,0,,2,2,,neutral,3.0,6.0,2.0,4.0,3.0,2.0,1.0,2.0,,,none,0.0,,,,,,7.0,7.0,7.0,0.0,2,0.0,,,22.0,1.0,,,,,,,,,,,
지난번 두산이가 말했던 식당이랑 비슷한 곳 찾아줘,26.4361,29,25,8,3.12,1.0,0,,0,imperative,,,,0,2.0,0.6,food_drink,friends,1.0,1.0,0.0,,,,,2,1,0,0,1,2,few,relative,1.0,1,0,,2,2,,neutral,3.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,,,past,0.0,,,,,,6.0,5.0,6.0,0.0,2,0.0,,,25.0,0.0,,,,,,,,,,,
지난번 두산이가 말했던 카페랑 비슷한 곳 찾아줘,24.0292,28,24,8,3.0,1.0,0,,0,imperative,,,,0,2.0,0.6,food_drink,friends,1.0,1.0,0.0,,,,,2,1,0,0,1,2,few,relative,1.0,1,0,,2,2,,neutral,3.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,,,past,0.0,,,,,,6.0,5.0,6.0,0.0,2,0.0,,,24.0,0.0,,,,,,,,,,,
지난번 두산이가 말했던 나들이 장소랑 비슷한 곳 찾아줘,19.9965,32,28,8,3.5,1.0,0,,0,imperative,,,,0,2.0,0.6,travel,friends,1.0,1.0,0.0,,,,,2,1,0,0,1,2,few,relative,1.0,1,0,,2,2,,neutral,3.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,,,past,0.0,,,,,,6.0,5.0,6.0,0.0,2,0.0,,,28.0,0.0,,,,,,,,,,,
지난번 두산이가 말했던 여행지랑 비슷한 곳 찾아줘,21.7256,30,26,8,3.25,1.0,0,,0,imperative,,,,0,2.0,0.6,travel,friends,1.0,1.0,0.0,,,,,2,1,0,0,1,2,few,relative,1.0,1,0,,2,2,,neutral,3.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,,,past,0.0,,,,,,6.0,5.0,6.0,0.0,2,0.0,,,26.0,0.0,,,,,,,,,,,
