queries,MAL,TXT_char_count,TXT_char_count_no_spaces,TXT_word_count,TXT_avg_word_length,TXT_sentence_count,TXT_punctuation_count,TXT_question_mark_flag,TXT_special_char_count,TXT_text_density,LING_query_type,LING_tense,LING_has_modality,LING_has_negation,LING_has_conditional,LING_clause_complexity,LING_verb_count,LING_noun_count,LING_verb_noun_ratio,SEM_domain_primary,SEM_domain_secondary,SEM_entity_person_count,SEM_entity_time_count,SEM_entity_location_count,SEM_entity_finance_count,SEM_entity_media_count,SEM_entity_health_count,SEM_entity_count_total,SEM_abstractness_score,SEM_specificity_score,SEM_ambiguity_score,TASK_operation_count,TASK_needs_filtering,TASK_needs_aggregation,TASK_needs_sorting,TASK_modality_types,TASK_external_dependency,TASK_expected_result_count,TASK_personalization_level,TASK_steps_implicit,TEMP_reference_type,TEMP_range_specificity,TEMP_recency_requirement,TEMP_historical_vs_realtime,TEMP_location_context_required,INTENT_urgency_level,INTENT_consequence_severity,INTENT_priority_indicator,INTENT_emotional_tone,INTENT_satisfaction_criticality,INFO_density_score,INFO_constraint_count,INFO_precision_requirement,INFO_recall_requirement,COMP_search_space_size,COMP_index_complexity,COMP_join_operations_needed,COMP_reasoning_depth
10만원 정도 가격대로 갈 만한 집 근처 술집 찾아줘,14.7395,30,26,9,2.89,1,0,0,0,9,imperative,future,0,0,0,2,2,4,0.5,shopping,location,0,0,1,1,0,0,2,3,7,3,2,1,1,0,1,2,2,2,2,none,0,0,realtime,1,3,3,3,neutral,7,4,7,4,3,3,2,3.0,
10만원 정도 가격대로 갈 만한 집 근처 식당 찾아줘,24.9278,30,26,9,2.89,1,0,0,0,9,imperative,future,0,0,0,2,2,4,0.5,shopping,location,0,0,1,1,0,0,2,3,7,3,2,1,1,0,1,2,2,2,2,none,0,0,realtime,1,3,3,3,neutral,7,4,7,4,3,3,2,3.0,
10만원 정도 가격대로 갈 만한 집 근처 카페 찾아줘,16.5807,30,26,9,2.89,1,0,0,0,9,imperative,future,0,0,0,2,2,4,0.5,shopping,location,0,0,1,1,0,0,2,3,7,3,2,1,1,0,1,2,2,2,2,none,0,0,realtime,1,3,3,3,neutral,7,4,7,4,3,3,2,3.0,
10만원 정도 가격대로 갈 만한 집 근처 펜션 찾아줘,24.5787,30,26,9,2.89,1,0,0,0,9,imperative,future,0,0,0,2,2,4,0.5,travel,location,0,0,1,1,0,0,2,3,7,3,2,1,1,0,1,2,2,2,2,none,0,0,realtime,1,3,3,3,neutral,7,4,7,4,3,3,2,3.0,
블랙핑크 '뛰어' 랑 비슷한 느낌의 노래 추천해줘,12.4405,29,24,8,3.0,1,2,0,2,8,imperative,future,0,0,0,2,2,3,0.67,media,none,1,0,0,0,1,0,2,5,6,4,2,0,0,1,1,1,2,2,2,none,0,0,realtime,0,2,2,2,neutral,6,3,6,4,4,3,1,3.0,
영화 '귀멸의 칼날: 무한성 편'이랑 비슷한 느낌의 영화 추천해줘,12.1376,37,30,9,3.33,1,4,0,4,9,imperative,future,0,0,0,2,2,4,0.5,media,none,0,0,0,0,2,0,2,5,7,4,2,0,0,1,1,1,2,2,2,none,0,0,realtime,0,2,2,2,neutral,7,3,6,4,4,3,1,3.0,
드라마 '오징어게임'이랑 비슷한 느낌의 드라마 추천해줘,26.245,32,26,8,3.25,1,2,0,2,8,imperative,future,0,0,0,2,2,4,0.5,media,none,0,0,0,0,2,0,2,5,7,4,2,0,0,1,1,1,2,2,2,none,0,0,realtime,0,2,2,2,neutral,7,3,6,4,4,3,1,3.0,
책 '스토너'랑 비슷한 느낌의 책 추천해줘,24.9037,27,22,7,3.14,1,2,0,2,7,imperative,future,0,0,0,2,2,3,0.67,media,none,0,0,0,0,2,0,2,5,7,4,2,0,0,1,1,1,2,2,2,none,0,0,realtime,0,2,2,2,neutral,7,3,6,4,4,3,1,3.0,
지난번 두산이가 말했던 식당이랑 비슷한 곳 찾아줘,26.4361,29,25,8,3.12,1,0,0,0,8,imperative,past,0,0,0,2,2,4,0.5,shopping,personal,1,1,0,0,0,0,2,4,6,4,2,0,0,0,1,2,2,2,2,relative,1,0,historical,0,2,3,2,neutral,6,3,6,3,3,3,2,3.0,
지난번 두산이가 말했던 카페랑 비슷한 곳 찾아줘,24.0292,29,25,8,3.12,1,0,0,0,8,imperative,past,0,0,0,2,2,4,0.5,shopping,personal,1,1,0,0,0,0,2,4,6,4,2,0,0,0,1,2,2,2,2,relative,1,0,historical,0,2,3,2,neutral,6,3,6,3,3,3,2,3.0,
지난번 두산이가 말했던 나들이 장소랑 비슷한 곳 찾아줘,19.9965,32,28,9,3.11,1,0,0,0,9,imperative,past,0,0,0,2,2,5,0.4,travel,personal,1,1,0,0,0,0,2,4,5,4,2,0,0,0,1,2,2,2,2,relative,1,0,historical,0,2,3,2,neutral,6,3,6,3,3,3,2,3.0,
지난번 두산이가 말했던 여행지랑 비슷한 곳 찾아줘,21.7256,29,25,8,3.12,1,0,0,0,8,imperative,past,0,0,0,2,2,4,0.5,travel,personal,1,1,0,0,0,0,2,4,5,4,2,0,0,0,1,2,2,2,2,relative,1,0,historical,0,2,3,2,neutral,6,3,6,3,3,3,2,3.0,
이 사진에 있는 신발이랑 비슷한 디자인 찾아줘,21.4302,24,20,7,2.86,1,0,0,0,7,imperative,present,0,0,0,2,2,3,0.67,shopping,image,0,0,0,0,0,0,0,5,6,4,2,0,1,0,1,2,2,2,2,none,0,0,realtime,0,2,2,2,neutral,6,3,7,3,3,3,1,3.0,
이 사진에 있는 티셔츠랑 비슷한 디자인 찾아줘,23.3894,25,21,7,3.0,1,0,0,0,7,imperative,present,0,0,0,2,2,3,0.67,shopping,image,0,0,0,0,0,0,0,5,6,4,2,0,1,0,1,2,2,2,2,none,0,0,realtime,0,2,2,2,neutral,6,3,7,3,3,3,1,3.0,
이 사진에 있는 가구랑 비슷한 디자인 찾아줘,9.9031,23,19,6,3.17,1,0,0,0,6,imperative,present,0,0,0,2,2,3,0.67,shopping,image,0,0,0,0,0,0,0,5,7,3,2,0,1,0,1,2,2,2,2,none,0,0,realtime,0,2,2,2,neutral,6,2,7,3,3,3,1,3.0,
이 사진에 있는 액세서리랑 비슷한 디자인 찾아줘,34.4119,27,23,7,3.29,1,0,0,0,7,imperative,present,0,0,0,2,2,3,0.67,shopping,image,0,0,0,0,0,0,0,5,6,4,2,0,1,0,1,2,2,2,2,none,0,0,realtime,0,2,2,2,neutral,6,3,7,3,3,3,1,3.0,
이 노트에 있는 내용과 관련된 유튜브 찾아줘,32.3092,25,21,7,3.0,1,0,0,0,7,imperative,present,0,0,0,2,2,3,0.67,media,work,0,0,0,0,1,0,1,4,6,3,2,0,1,0,1,2,2,2,2,none,0,0,realtime,0,2,2,2,neutral,6,3,6,3,4,3,2,3.0,
이 논문에 있는 내용과 관련된 강의 영상 찾아줘,39.9892,27,23,7,3.29,1,0,0,0,7,imperative,present,0,0,0,2,2,3,0.67,media,work,0,0,0,0,1,0,1,4,7,3,2,0,1,0,1,2,2,2,2,none,0,0,realtime,0,2,3,2,neutral,7,3,7,3,4,3,2,3.0,
이 회의록에 있는 내용과 관련된 뉴스 찾아줘,19.6215,26,22,7,3.14,1,0,0,0,7,imperative,present,0,0,0,2,2,3,0.67,media,work,0,0,0,0,1,0,1,4,7,3,2,0,1,0,1,2,2,2,2,none,0,0,realtime,0,2,3,2,neutral,7,3,7,3,4,3,2,3.0,
이 메모에 있는 내용과 관련된 자료 찾아줘,24.0666,24,20,7,2.86,1,0,0,0,7,imperative,present,0,0,0,2,2,3,0.67,generic_search,work,0,0,0,0,0,0,0,4,6,3,2,0,1,0,1,2,2,2,2,none,0,0,realtime,0,2,2,2,neutral,6,3,6,3,3,3,2,3.0,
지난달에 갔던 캠핑장과 비슷한 곳 찾아줘,27.9766,27,23,8,2.88,1,0,0,0,8,imperative,past,0,0,0,2,2,4,0.5,travel,location,0,1,1,0,0,0,2,4,6,3,2,0,0,0,1,2,2,2,2,relative,2,0,historical,0,2,3,2,neutral,6,3,6,3,3,3,2,3.0,
지난달에 갔던 공원과 비슷한 곳 찾아줘,18.1948,26,22,7,3.14,1,0,0,0,7,imperative,past,0,0,0,2,2,3,0.67,travel,location,0,1,1,0,0,0,2,4,6,3,2,0,0,0,1,2,2,2,2,relative,2,0,historical,0,2,3,2,neutral,6,3,6,3,3,3,2,3.0,
지난달에 갔던 수목원과 비슷한 곳 찾아줘,17.8119,28,24,8,3.0,1,0,0,0,8,imperative,past,0,0,0,2,2,4,0.5,travel,location,0,1,1,0,0,0,2,4,6,3,2,0,0,0,1,2,2,2,2,relative,2,0,historical,0,2,3,2,neutral,6,3,6,3,3,3,2,3.0,
지난달에 갔던 나들이 장소와 비슷한 곳 찾아줘,37.8376,31,27,9,3.0,1,0,0,0,9,imperative,past,0,0,0,2,2,5,0.4,travel,location,0,1,0,0,0,0,1,4,5,4,2,0,0,0,1,2,2,2,2,relative,2,0,historical,0,2,3,2,neutral,6,3,6,3,3,3,2,3.0,
사진에 있는 이런 가방을 구경해 볼 수 있는 곳 찾아줘,18.7553,30,26,9,2.89,1,0,0,0,9,imperative,present,1,0,0,2,2,4,0.5,shopping,image,0,0,0,0,0,0,0,5,6,3,2,0,1,0,1,2,2,2,2,none,0,0,realtime,0,2,2,2,neutral,6,3,6,3,3,3,2,3.0,
사진에 있는 이런 소파를 구경해 볼 수 있는 곳 찾아줘,20.5872,30,26,9,2.89,1,0,0,0,9,imperative,present,1,0,0,2,2,4,0.5,shopping,image,0,0,0,0,0,0,0,5,6,3,2,0,1,0,1,2,2,2,2,none,0,0,realtime,0,2,2,2,neutral,6,3,6,3,3,3,2,3.0,
사진에 있는 이런 식탁을 구경해 볼 수 있는 곳 찾아줘,32.2836,30,26,9,2.89,1,0,0,0,9,imperative,present,1,0,0,2,2,4,0.5,shopping,image,0,0,0,0,0,0,0,5,6,3,2,0,1,0,1,2,2,2,2,none,0,0,realtime,0,2,2,2,neutral,6,3,6,3,3,3,2,3.0,
사진에 있는 이런 인테리어 장식을 구경해 볼 수 있는 곳 찾아줘,19.7669,34,30,10,3.0,1,0,0,0,10,imperative,present,1,0,0,2,2,5,0.4,shopping,image,0,0,0,0,0,0,0,5,6,3,2,0,1,0,1,2,2,2,2,none,0,0,realtime,0,2,2,2,neutral,6,3,6,3,3,3,2,3.0,
오늘 목표 걸음수를 채울 수 있는 코스 추천해줘,22.0324,26,23,8,2.88,1,0,0,0,8,imperative,future,1,0,0,2,2,3,0.67,fitness,none,0,1,0,0,0,1,2,3,6,3,2,1,0,1,1,2,2,2,2,relative,3,2,realtime,0,3,3,3,neutral,6,3,6,5,3,3,2,3.0,
지금 근처에서 할 수 있는 운동 추천해줘,13.1321,21,18,6,3.0,1,0,0,0,6,imperative,present,1,0,0,2,2,2,1.0,fitness,location,0,0,1,0,0,1,2,3,5,3,2,1,0,1,1,2,2,2,2,none,0,0,realtime,1,4,3,3,neutral,6,3,6,4,3,3,2,3.0,
오늘 목표 칼로리를 달성 할 수 있는 운동 추천해줘,10.5821,29,25,8,3.12,1,0,0,0,8,imperative,future,1,0,0,2,2,3,0.67,fitness,none,0,1,0,0,0,1,2,3,6,3,2,1,0,1,1,2,2,2,2,relative,3,2,realtime,0,4,3,3,neutral,6,3,6,5,3,3,2,3.0,
오늘같은 날씨에 하면 좋을 운동 추천해줘,12.9894,24,21,7,3.0,1,0,0,0,7,imperative,future,1,0,1,2,2,2,1.0,fitness,none,0,1,0,0,0,1,2,4,5,4,2,1,0,0,1,2,2,2,2,relative,1,1,realtime,0,3,3,3,neutral,6,2,5,4,3,3,2,3.0,
지금 여기 아울렛에서 할인되는 카드 추천해줘,15.8561,27,23,8,2.88,1,0,0,0,8,imperative,present,0,0,0,2,2,3,0.67,finance,location,0,0,1,1,0,0,2,4,7,3,2,1,0,0,1,2,2,2,2,none,0,0,realtime,1,4,4,3,neutral,7,3,7,3,3,3,2,3.0,
지금 여기 백화점에서 할인되는 카드 추천해줘,17.9164,29,25,8,3.12,1,0,0,0,8,imperative,present,0,0,0,2,2,3,0.67,finance,location,0,0,1,1,0,0,2,4,7,3,2,1,0,0,1,2,2,2,2,none,0,0,realtime,1,4,4,3,neutral,7,3,7,3,3,3,2,3.0,
지금 여기 식당에서 할인되는 카드 추천해줘,17.2717,28,24,8,3.0,1,0,0,0,8,imperative,present,0,0,0,2,2,3,0.67,finance,location,0,0,1,1,0,0,2,4,7,3,2,1,0,0,1,2,2,2,2,none,0,0,realtime,1,4,4,3,neutral,7,3,7,3,3,3,2,3.0,
지금 여기 카페에서 할인되는 카드 추천해줘,14.4256,27,23,8,2.88,1,0,0,0,8,imperative,present,0,0,0,2,2,3,0.67,finance,location,0,0,1,1,0,0,2,4,7,3,2,1,0,0,1,2,2,2,2,none,0,0,realtime,1,4,4,3,neutral,7,3,7,3,3,3,2,3.0,
출퇴근 시간에 볼 만한 영상 추천해줘,18.0612,22,19,5,3.8,1,0,0,0,5,imperative,relative,0,0,1,2,1,3,0.33,media,none,0,1,0,0,1,0,2,4,6,3,2,1,0,1,1,1,2,1,relative,2,2,realtime,0,3,1,2,neutral,3,5,2,6,4,3,2,2,,
공부할 때에 들으면 좋은 노래 추천해줘,14.1756,23,20,5,4.0,1,0,0,0,5,imperative,relative,1,0,1,2,1,3,0.33,music,education,0,0,0,0,1,0,2,5,6,4,2,1,0,1,1,1,2,1,relative,1,1,none,0,2,1,2,neutral,3,5,2,7,3,3,1,3,,
운동 중에 즐길 만한 콘텐츠 추천해줘,17.051,21,18,5,3.6,1,0,0,0,5,imperative,relative,0,0,1,2,1,3,0.33,media,fitness,0,0,0,0,1,0,2,4,5,4,2,1,0,1,1,1,2,1,relative,1,1,none,0,3,1,2,positive,3,5,2,6,3,3,1,3,,
휴식 시간에 읽기 좋은 책 추천해줘,12.775,20,17,5,3.4,1,0,0,0,5,imperative,relative,1,0,1,2,1,3,0.33,reading,none,0,1,0,0,0,0,1,4,6,3,2,1,0,1,1,1,2,1,relative,1,0,none,0,2,1,2,neutral,3,4,1,7,3,2,1,3,,
지금 대화 중인 친구들과 갈 만한 식당 찾아줘,18.7958,27,24,6,4.0,1,0,0,0,6,imperative,present,0,0,1,2,1,4,0.25,food,social,1,1,0,0,0,0,2,4,7,3,2,1,0,1,2,2,2,1,present,2,2,realtime,0,4,2,3,positive,4,6,3,7,4,3,2,3,,
지금 대화 중인 친구들과 갈 만한 카페 찾아줘,19.255,27,24,6,4.0,1,0,0,0,6,imperative,present,0,0,1,2,1,4,0.25,food,social,1,1,0,0,0,0,2,4,7,3,2,1,0,1,2,2,2,1,present,2,2,realtime,0,4,2,3,positive,4,6,3,7,4,3,2,3,,
지금 대화 중인 친구들과 갈 만한 펍 찾아줘,22.1998,26,23,6,3.8,1,0,0,0,6,imperative,present,0,0,1,2,1,4,0.25,food,social,1,1,0,0,0,0,2,4,7,3,2,1,0,1,2,2,2,1,present,2,2,realtime,0,4,2,3,positive,4,6,3,7,4,3,2,3,,
지금 대화 중인 친구들과 갈 만한 노래방 찾아줘,12.8402,28,25,6,4.2,1,0,0,0,6,imperative,present,0,0,1,2,1,4,0.25,media,social,1,1,0,0,1,0,3,4,7,3,2,1,0,1,2,2,2,1,present,2,2,realtime,0,4,2,3,positive,4,6,3,7,4,3,2,3,,
지금 내가 갖고 있는 멤버십 중에 여기 백화점에서 할인되는 멤버십 찾아줘,25.0356,39,34,9,3.8,1,0,0,0,9,imperative,present,0,0,1,2,1,6,0.17,shopping,finance,1,1,1,2,0,0,5,5,8,3,3,1,1,1,2,2,3,2,present,3,2,realtime,1,4,3,4,neutral,5,8,8,6,3,4,3,4,,
지금 내가 갖고 있는 쿠폰 중에 여기 마트에서 할인되는 쿠폰 찾아줘,18.4119,37,32,9,3.6,1,0,0,0,9,imperative,present,0,0,1,2,1,6,0.17,shopping,finance,1,1,1,2,0,0,5,5,8,3,3,1,1,1,2,2,3,2,present,3,2,realtime,1,4,3,4,neutral,5,8,8,6,3,4,3,4,,
지금 내가 갖고 있는 카드 중에 여기 아울렛에서 할인되는 카드 찾아줘,28.7196,38,33,9,3.7,1,0,0,0,9,imperative,present,0,0,1,2,1,6,0.17,finance,shopping,1,1,1,2,0,0,5,5,8,3,3,1,1,1,2,2,3,2,present,3,2,realtime,1,4,4,4,neutral,5,8,8,6,3,4,3,4,,
지금 내가 갖고 있는 카드 중에 여기 온라인쇼핑몰에서 할인되는 카드 찾아줘,19.6738,43,38,9,4.2,1,0,0,1,9,imperative,present,0,0,1,2,1,6,0.17,finance,shopping,1,1,1,2,0,0,5,5,8,3,3,1,1,1,2,2,3,2,present,3,2,realtime,1,4,4,4,neutral,5,8,8,6,3,4,3,4,,
지금 30분 정도 여유 시간에 볼만한 도서 추천해줘,10.3147,29,25,7,3.6,1,0,0,0,7,imperative,relative,0,0,1,2,1,4,0.25,reading,none,0,1,0,0,0,0,2,4,7,3,2,1,0,1,1,1,2,1,relative,3,1,none,0,3,1,2,neutral,4,5,4,6,3,2,1,3,,
지금 30분 정도 여유 시간에 볼만한 한국사 강의 추천해줘,17.7394,33,29,7,4.1,1,0,0,0,7,imperative,relative,0,0,1,2,1,5,0.2,education,media,0,1,0,0,1,0,3,5,8,3,2,1,0,1,1,1,2,1,relative,3,1,none,0,3,2,3,neutral,5,6,5,6,3,2,1,4,,
지금 30분 정도 여유 시간에 볼만한 자기 계발 영상 추천해줘,15.1364,35,31,7,4.4,1,0,0,0,7,imperative,relative,0,0,1,2,1,5,0.2,media,education,0,1,0,0,1,0,3,6,8,3,2,1,0,1,1,1,2,1,relative,3,1,none,0,3,2,3,neutral,5,6,5,6,3,2,1,4,,
지금 30분 정도 여유 시간에 볼만한 다큐멘터리 추천해줘,18.6942,32,28,7,4.0,1,0,0,0,7,imperative,relative,0,0,1,2,1,4,0.25,media,none,0,1,0,0,1,0,2,5,7,3,2,1,0,1,1,1,2,1,relative,3,1,none,0,3,1,2,neutral,4,5,4,6,3,2,1,3,,
현재 위치에서 걸어서 갈 수 있는 맛집 리스트 보여줘,18.3592,30,26,7,3.7,1,0,0,0,7,imperative,present,0,0,1,2,1,4,0.25,food,travel,0,0,1,0,0,0,2,4,7,3,2,1,1,1,2,2,3,2,present,2,2,realtime,1,4,2,3,neutral,5,6,6,7,3,4,2,3,,
현재 위치에서 걸어서 갈 수 있는 카페 리스트 보여줘,18.4366,30,26,7,3.7,1,0,0,0,7,imperative,present,0,0,1,2,1,4,0.25,food,travel,0,0,1,0,0,0,2,4,7,3,2,1,1,1,2,2,3,2,present,2,2,realtime,1,4,2,3,neutral,5,6,6,7,3,4,2,3,,
현재 위치에서 걸어서 갈 수 있는 가볼만한 곳 리스트 보여줘,23.8414,33,29,8,3.6,1,0,0,0,8,imperative,present,0,0,1,2,1,5,0.2,travel,none,0,0,1,0,0,0,2,4,7,4,2,1,1,1,2,2,3,2,present,2,2,realtime,1,4,2,3,neutral,5,6,7,7,3,4,2,3,,
현재 위치에서 걸어서 갈 수 있는 오프라인 쇼핑몰 리스트 보여줘,17.871,38,33,8,4.1,1,0,0,0,8,imperative,present,0,0,1,2,1,6,0.17,shopping,travel,0,0,1,1,0,0,3,4,8,4,2,1,1,1,2,2,3,2,present,2,2,realtime,1,4,3,3,neutral,6,7,7,7,3,4,2,3,,
오늘 날씨에 적합한 패션 스타일 추천해줘,10.6296,24,21,6,3.5,1,0,0,0,6,imperative,absolute,0,0,1,2,1,3,0.33,fashion,none,0,1,0,0,0,0,1,4,7,3,2,1,0,1,1,1,2,1,absolute,2,2,realtime,0,3,2,3,neutral,4,5,5,5,2,3,1,3,,
오늘 출장지에 적합한 패션 스타일 추천해줘,22.7296,26,23,6,3.8,1,0,0,0,6,imperative,absolute,0,0,1,2,1,4,0.25,fashion,travel,0,1,0,0,0,0,2,4,7,3,2,1,0,1,1,1,2,1,absolute,2,2,realtime,0,3,3,3,neutral,5,6,6,5,2,3,1,3,,
오늘 저녁 약속에 적합한 패션 스타일 추천해줘,19.0553,28,25,7,3.6,1,0,0,0,7,imperative,absolute,0,0,1,2,1,4,0.25,fashion,social,0,1,0,0,0,0,2,4,7,3,2,1,0,1,1,1,2,1,absolute,2,2,realtime,0,4,3,4,positive,5,6,6,5,2,3,1,3,,
이번 주말에 뭐 입으면 좋을지 추천해줘,17.5808,24,21,6,3.5,1,0,0,0,6,imperative,relative,1,0,1,2,1,3,0.33,fashion,none,0,1,0,0,0,0,1,5,5,6,2,0,0,1,1,1,2,1,relative,1,1,none,0,3,2,3,curious,4,4,5,4,2,2,1,3,,
내가 자주 먹는 음식을 분석해서 늦은 밤에 먹기 좋은 건강식 추천해줘,26.025,39,34,9,3.8,1,0,0,0,9,imperative,relative,1,0,1,3,2,6,0.33,food,health,1,1,0,0,0,1,4,6,8,4,3,1,0,1,2,2,3,2,relative,2,2,none,0,4,3,4,neutral,7,7,7,5,3,4,2,4,,
내가 자주 먹는 음식을 분석해서 아침에 먹기 좋은 간편식 추천해줘,13.3468,38,33,9,3.7,1,0,0,0,9,imperative,relative,1,0,1,3,2,6,0.33,food,none,1,1,0,0,0,0,3,5,8,4,3,1,0,1,2,2,3,2,relative,2,2,none,0,4,2,3,neutral,6,6,7,5,3,4,2,4,,
내가 자주 먹는 음식을 분석해서 운동 후 먹기 좋은 음식 추천해줘,12.6053,38,33,9,3.7,1,0,0,0,9,imperative,relative,1,0,1,3,2,6,0.33,food,fitness,1,1,0,0,0,0,3,5,8,4,3,1,0,1,2,2,3,2,relative,2,2,none,0,4,2,3,neutral,6,6,7,5,3,4,2,4,,
내가 자주 먹는 음식을 분석해서 다이어트할 때 먹기 좋은 음식 추천해줘,28.1394,42,37,10,3.7,1,0,0,0,10,imperative,relative,1,0,1,3,2,7,0.29,food,health,1,1,0,0,0,1,4,6,8,4,3,1,0,1,2,2,3,2,relative,2,2,none,0,4,3,4,neutral,7,7,8,5,3,4,2,4,,
커피값 많이 쓰는 나한테 맞는 원두 구독 서비스 추천해줄래?,24.8223,34,30,8,3.8,1,1,1,0,8,imperative,present,1,0,0,2,1,5,0.2,shopping,finance,1,0,0,1,0,0,3,5,7,3,2,0,0,1,2,2,2,2,none,0,1,none,0,3,3,4,neutral,6,6,8,4,3,3,1,4,,
영화 많이 보는 나한테 맞는 OTT 구독 서비스 추천해줄래?,15.5363,34,30,8,3.8,1,1,1,0,8,imperative,present,1,0,0,2,1,5,0.2,media,shopping,1,0,0,1,1,0,3,5,7,3,2,0,0,1,2,2,2,2,none,0,1,none,0,3,3,4,neutral,6,6,8,4,3,3,1,4,,
트렌디한 영상 자주 보는 나한테 맞는 SNS/커뮤니티 서비스 추천해줄래?,26.3098,43,37,9,4.1,1,2,1,1,9,imperative,present,1,0,0,2,1,6,0.17,media,social,1,0,0,1,1,0,3,6,7,3,2,0,0,1,2,2,2,2,none,0,1,none,0,3,3,4,positive,7,7,8,4,3,3,1,4,,
음악 많이 듣는 나한테 맞는 음악 스트리밍 구독 서비스 추천해줄래?,18.4527,40,35,9,3.9,1,1,1,0,9,imperative,present,1,0,0,2,1,6,0.17,music,shopping,1,0,0,1,1,0,3,5,7,3,2,0,0,1,2,2,2,2,none,0,1,none,0,3,3,4,neutral,6,6,8,4,3,3,1,4,,
내가 평소 듣는 콘텐츠 기준으로 재밌는 팟캐스트 추천해줘,27.8044,35,30,8,3.8,1,0,0,0,8,imperative,present,0,0,1,2,1,5,0.2,media,none,1,0,0,0,1,0,3,5,8,3,2,1,0,1,2,2,3,2,none,0,0,none,0,3,2,3,positive,7,6,8,5,3,3,2,4,,
내가 평소 보는 콘텐츠 기준으로 볼 만한 유튜브 채널 추천해줘,23.3731,38,33,9,3.7,1,0,0,0,9,imperative,present,0,0,1,2,1,6,0.17,media,none,1,0,0,0,1,0,3,5,8,3,2,1,0,1,2,2,3,2,none,0,0,none,0,3,2,3,positive,7,6,8,5,3,3,2,4,,
내가 평소 듣는 콘텐츠 기준으로 새로운 음악 추천해줘,15.7212,32,28,8,3.5,1,0,0,0,8,imperative,present,0,0,1,2,1,5,0.2,music,none,1,0,0,0,1,0,3,5,8,3,2,1,0,1,2,2,3,2,none,0,0,none,0,3,2,3,positive,6,6,8,4,3,3,2,4,,
내가 평소 듣는 콘텐츠 기준으로 들을 만한 라디오 추천해줘,21.2035,36,31,9,3.4,1,0,0,0,9,imperative,present,0,0,1,2,1,6,0.17,media,none,1,0,0,0,1,0,3,5,8,3,2,1,0,1,2,2,3,2,none,0,0,none,0,3,2,3,positive,6,6,8,4,3,3,2,4,,
재희랑 했던 대화를 분석해서 재희가 좋아할 만한 생일 선물 추천해줘,37.2681,43,38,11,3.5,1,0,0,0,11,imperative,past,0,0,1,3,2,8,0.25,shopping,social,1,0,0,0,0,0,3,6,9,3,3,1,0,1,3,2,3,3,none,0,0,none,0,4,4,5,positive,8,8,9,5,3,4,3,5,,
재희랑 했던 대화를 분석해서 재희가 좋아할 만한 기념일 선물 추천해줘,29.7371,45,40,11,3.6,1,0,0,0,11,imperative,past,0,0,1,3,2,8,0.25,shopping,social,1,0,0,0,0,0,3,6,9,3,3,1,0,1,3,2,3,3,none,0,0,none,0,4,4,5,positive,8,8,9,5,3,4,3,5,,
재희랑 했던 대화를 분석해서 재희가 좋아할 만한 크리스마스 선물 추천해줘,31.2297,47,42,11,3.8,1,0,0,0,11,imperative,past,0,0,1,3,2,8,0.25,shopping,social,1,1,0,0,0,0,4,6,9,3,3,1,0,1,3,2,3,3,absolute,1,0,none,0,4,4,5,positive,8,8,9,5,3,4,3,5,,
재희랑 했던 대화를 분석해서 재희가 좋아할 만한 졸업 선물 추천해줘,41.8565,45,40,11,3.6,1,0,0,0,11,imperative,past,0,0,1,3,2,8,0.25,shopping,social,1,1,0,0,0,0,4,6,9,3,3,1,0,1,3,2,3,3,absolute,1,0,none,0,4,4,5,positive,8,8,9,5,3,4,3,5,,
내가 자주 사는 치약을 최저가로 구매할 수 있는 곳 알려줘,20.2837,34,30,9,3.3,1,0,0,0,9,imperative,present,1,0,1,2,1,6,0.17,shopping,finance,1,0,0,1,0,0,3,4,8,3,2,1,1,1,2,2,2,2,none,0,0,none,0,3,3,4,neutral,7,6,9,5,2,3,2,4,,
내가 자주 사는 샴푸를 할인가로 구매할 수 있는 곳 알려줘,17.4653,36,32,9,3.6,1,0,0,0,9,imperative,present,1,0,1,2,1,6,0.17,shopping,finance,1,0,0,1,0,0,3,4,8,3,2,1,1,1,2,2,2,2,none,0,0,none,0,3,3,4,neutral,7,6,9,5,2,3,2,4,,
내가 자주 사는 세제를 특가로 구매할 수 있는 곳 알려줘,23.5022,36,32,9,3.6,1,0,0,0,9,imperative,present,1,0,1,2,1,6,0.17,shopping,finance,1,0,0,1,0,0,3,4,8,3,2,1,1,1,2,2,2,2,none,0,0,none,0,3,3,4,neutral,7,6,9,5,2,3,2,4,,
내가 자주 사는 화장지를 저렴한 가격으로 구매할 수 있는 곳 알려줘,22.2698,40,36,10,3.6,1,0,0,0,10,imperative,present,1,0,1,2,1,7,0.14,shopping,finance,1,0,0,1,0,0,3,4,8,3,2,1,1,1,2,2,2,2,none,0,0,none,0,3,3,4,neutral,7,6,9,5,2,3,2,4,,
내가 자주 보는 콘텐츠 기준으로 볼만한 최신 뉴스 검색해줘,24.3256,38,33,9,3.7,1,0,0,0,9,imperative,present,0,0,1,2,1,6,0.17,news,media,1,1,0,0,1,0,4,5,8,3,2,1,0,1,2,2,3,3,absolute,3,3,realtime,0,4,3,4,neutral,8,7,8,8,4,4,2,4,,
