queries,MAL,QL_char,QL_tokens,task_family,info_source_type,requires_personal_history,requires_aggregation,requires_summarization,requires_generation,temporal_reference_type,time_urgency_level,stakes_level,modality_primary,domain_category,query_goal_specificity,expected_answer_length,interaction_pattern,has_comparative_phrase,has_temporal_diff_phrase,time_window_length,personalization_intensity,needs_location_context,needs_calendar_context,needs_communication_logs,needs_media_history,needs_financial_logs,needs_health_data,recommendation_type,requires_cross_app_integration,requires_similarity_search,requires_visual_understanding,requires_list_dedup_grouping,explicit_output_structure,urgency_phrase_present,planning_horizon,social_context_strength,contains_monetary_amount,monetary_context_type,device_context_implied,cognitive_load_estimate,novelty_seeking,habit_analysis,food_context_type,output_requires_multimedia_creation,output_requires_behavior_change_guidance,embedding_cluster_id,embedding_axis_complexity,embedding_axis_urgency
지난 주말에 내가 갔던 곳 모두 정리해서 알려줘,19.0671,27,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,mobile_on_the_go,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
가족 여행으로 내가 갔던 곳 모두 정리해서 알려줘,48.7953,28,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,1,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
가족 단체 사진만 모두 모아서 영상으로 만들어줘,81.7913,26,7,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
반려동물 사진만 모두 모아서 영상으로 만들어줘,50.5136,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
내 증명 사진만 모두 모아서 영상으로 만들어줘,66.8085,25,7,create_media,personal_content,1,1,0,1,no_time,0,1,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,0,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
친구들과 사진만 모두 모아서 영상으로 만들어줘,91.1981,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
만보 정도 걸을 수 있는 한강 산책 코스 추천해줘,14.7629,27,9,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
만보 정도 걸을 수 있는 동네 산책 코스 추천해줘,14.4268,27,9,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
만보 정도 걸을 수 있는 공원 산책로 추천해줘,18.6808,25,8,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
만보 정도 걸을 수 있는 해변 산책로 추천해줘,17.9301,25,8,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
10만원 정도 가격대로 갈 만한 집 근처 술집 찾아줘,14.7395,29,9,recommend,external_web,0,0,0,1,no_time,1,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,0,place_reco,1,0,0,0,ranked_list,0,1,0,1,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,0,content_recommendation,0.9,0.6
10만원 정도 가격대로 갈 만한 집 근처 식당 찾아줘,24.9278,29,9,recommend,external_web,0,0,0,1,no_time,1,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,0,place_reco,1,0,0,0,ranked_list,0,1,0,1,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,0,content_recommendation,0.9,0.6
10만원 정도 가격대로 갈 만한 집 근처 카페 찾아줘,16.5807,29,9,recommend,external_web,0,0,0,1,no_time,1,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,0,place_reco,1,0,0,0,ranked_list,0,1,0,1,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,0,content_recommendation,0.9,0.6
10만원 정도 가격대로 갈 만한 집 근처 펜션 찾아줘,24.5787,29,9,recommend,external_web,0,0,0,1,no_time,1,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,0,place_reco,1,0,0,0,ranked_list,0,1,0,1,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,0,content_recommendation,0.9,0.6
블랙핑크 '뛰어' 랑 비슷한 느낌의 노래 추천해줘,12.4405,27,7,recommend,external_web,0,0,0,1,no_time,0,0,media_history,media_entertainment,1,1,creative_recommendation,0,0,0,0,0,0,0,0,0,0,content_reco,0,1,0,0,ranked_list,0,0,0,0,deal_finding,neutral,1,1,0,casual_meal,0,0,content_recommendation,0.8,0.0
영화 '귀멸의 칼날: 무한성 편'이랑 비슷한 느낌의 영화 추천해줘,12.1376,36,9,recommend,external_web,0,0,0,1,no_time,0,0,video,media_entertainment,1,1,creative_recommendation,0,0,0,0,0,0,0,0,0,0,content_reco,0,1,0,0,ranked_list,0,0,0,0,deal_finding,neutral,1,1,0,casual_meal,0,0,content_recommendation,0.8,0.0
드라마 '오징어게임'이랑 비슷한 느낌의 드라마 추천해줘,26.245,30,6,recommend,external_web,0,0,0,1,no_time,0,0,video,media_entertainment,1,1,creative_recommendation,0,0,0,0,0,0,0,0,0,0,content_reco,0,1,0,0,ranked_list,0,0,0,0,deal_finding,neutral,1,1,0,casual_meal,0,0,content_recommendation,0.8,0.0
책 '스토너'랑 비슷한 느낌의 책 추천해줘,24.9037,23,6,recommend,external_web,0,0,0,1,no_time,0,0,text,other,1,1,creative_recommendation,0,0,0,0,0,0,0,0,0,0,content_reco,0,1,0,0,ranked_list,0,0,0,0,deal_finding,neutral,1,1,0,casual_meal,0,0,content_recommendation,0.8,0.0
지난번 두산이가 말했던 식당이랑 비슷한 곳 찾아줘,26.4361,27,7,recommend,communication_logs,1,0,0,0,past_specific,0,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,1,0,0,0,place_reco,1,1,0,0,ranked_list,0,0,2,0,deal_finding,neutral,2,0,0,casual_meal,0,0,personal_media_retrieval,1.0,-0.1
지난번 두산이가 말했던 카페랑 비슷한 곳 찾아줘,24.0292,26,7,recommend,communication_logs,1,0,0,0,past_specific,0,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,1,0,0,0,place_reco,1,1,0,0,ranked_list,0,0,2,0,deal_finding,neutral,2,0,0,casual_meal,0,0,personal_media_retrieval,1.0,-0.1
지난번 두산이가 말했던 나들이 장소랑 비슷한 곳 찾아줘,19.9965,30,8,recommend,communication_logs,1,0,0,0,past_specific,0,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,1,0,0,0,place_reco,1,1,0,0,ranked_list,0,0,2,0,deal_finding,neutral,2,0,0,casual_meal,0,0,personal_media_retrieval,1.0,-0.1
지난번 두산이가 말했던 여행지랑 비슷한 곳 찾아줘,21.7256,27,7,recommend,communication_logs,1,0,0,0,past_specific,0,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,1,0,0,0,place_reco,1,1,0,0,ranked_list,0,0,2,0,deal_finding,neutral,2,0,0,casual_meal,0,0,personal_media_retrieval,1.0,-0.1
이 사진에 있는 신발이랑 비슷한 디자인 찾아줘,21.4302,25,7,recommend,personal_content,1,0,0,0,no_time,0,1,photo_image,fashion_style,1,1,batch_media_ops,0,0,0,1,0,0,0,0,0,0,product_reco,1,1,1,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,1,0,casual_meal,0,1,content_recommendation,1.0,0.2
이 사진에 있는 티셔츠랑 비슷한 디자인 찾아줘,23.3894,25,7,recommend,personal_content,1,0,0,0,no_time,0,1,photo_image,fashion_style,1,1,batch_media_ops,0,0,0,1,0,0,0,0,0,0,product_reco,1,1,1,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,1,0,casual_meal,0,1,content_recommendation,1.0,0.2
이 사진에 있는 가구랑 비슷한 디자인 찾아줘,9.9031,24,7,recommend,personal_content,1,0,0,0,no_time,0,1,photo_image,shopping_retail,1,1,batch_media_ops,0,0,0,1,0,0,0,0,0,0,product_reco,1,1,1,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,1,0,casual_meal,0,1,content_recommendation,1.0,0.2
이 사진에 있는 액세서리랑 비슷한 디자인 찾아줘,34.4119,26,7,recommend,personal_content,1,0,0,0,no_time,0,1,photo_image,fashion_style,1,1,batch_media_ops,0,0,0,1,0,0,0,0,0,0,product_reco,1,1,1,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,1,0,casual_meal,0,1,content_recommendation,1.0,0.2
이 노트에 있는 내용과 관련된 유튜브 찾아줘,32.3092,24,7,recommend,personal_content,1,0,0,1,no_time,0,0,text,media_entertainment,1,1,creative_recommendation,0,0,0,1,0,0,0,0,0,0,content_reco,1,1,0,0,ranked_list,0,2,0,0,deal_finding,home_desktop,2,1,0,casual_meal,0,0,content_recommendation,1.0,-0.1
이 논문에 있는 내용과 관련된 강의 영상 찾아줘,39.9892,26,8,recommend,personal_content,1,0,0,1,no_time,0,1,text,productivity_work,1,1,creative_recommendation,0,0,0,1,0,0,0,0,0,0,content_reco,1,1,0,0,ranked_list,0,2,0,0,deal_finding,home_desktop,2,0,0,casual_meal,0,0,content_recommendation,1.0,-0.2
이 회의록에 있는 내용과 관련된 뉴스 찾아줘,19.6215,24,7,search_external_info,personal_content,1,0,0,1,no_time,0,1,text,productivity_work,1,1,analytic_report,0,0,0,1,0,0,0,0,0,0,content_reco,1,1,0,0,ranked_list,0,2,0,0,deal_finding,home_desktop,2,0,0,casual_meal,0,0,content_recommendation,1.0,-0.2
이 메모에 있는 내용과 관련된 자료 찾아줘,24.0666,23,7,recommend,personal_content,1,0,0,1,no_time,0,0,text,other,1,1,creative_recommendation,0,0,0,1,0,0,0,0,0,0,other,1,1,0,0,ranked_list,0,2,0,0,deal_finding,home_desktop,2,0,0,casual_meal,0,0,content_recommendation,1.0,-0.2
지난달에 갔던 캠핑장과 비슷한 곳 찾아줘,27.9766,22,6,recommend,location_history,1,0,0,0,past_range,0,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,1,2,1,0,0,0,0,0,place_reco,1,1,0,0,ranked_list,0,0,0,0,deal_finding,mobile_on_the_go,2,1,1,casual_meal,0,1,content_recommendation,0.9,-0.1
지난달에 갔던 공원과 비슷한 곳 찾아줘,18.1948,21,6,recommend,location_history,1,0,0,0,past_range,0,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,1,2,1,0,0,0,0,0,place_reco,1,1,0,0,ranked_list,0,0,0,0,deal_finding,mobile_on_the_go,2,1,1,casual_meal,0,1,content_recommendation,0.9,-0.1
지난달에 갔던 수목원과 비슷한 곳 찾아줘,17.8119,22,6,recommend,location_history,1,0,0,0,past_range,0,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,1,2,1,0,0,0,0,0,place_reco,1,1,0,0,ranked_list,0,0,0,0,deal_finding,mobile_on_the_go,2,1,1,casual_meal,0,1,content_recommendation,0.9,-0.1
지난달에 갔던 나들이 장소와 비슷한 곳 찾아줘,37.8376,25,7,recommend,location_history,1,0,0,0,past_range,0,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,1,2,1,0,0,0,0,0,place_reco,1,1,0,0,ranked_list,0,0,0,0,deal_finding,mobile_on_the_go,2,1,1,casual_meal,0,1,content_recommendation,0.9,-0.1
사진에 있는 이런 가방을 구경해 볼 수 있는 곳 찾아줘,18.7553,30,10,recommend,personal_content,1,0,0,1,no_time,1,1,photo_image,shopping_retail,1,1,batch_media_ops,0,0,0,1,1,0,0,0,0,0,place_reco,1,1,1,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,1,personal_media_retrieval,1.0,0.4
사진에 있는 이런 소파를 구경해 볼 수 있는 곳 찾아줘,20.5872,30,10,recommend,personal_content,1,0,0,1,no_time,1,1,photo_image,shopping_retail,1,1,batch_media_ops,0,0,0,1,1,0,0,0,0,0,place_reco,1,1,1,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,1,personal_media_retrieval,1.0,0.4
사진에 있는 이런 식탁을 구경해 볼 수 있는 곳 찾아줘,32.2836,30,10,recommend,personal_content,1,0,0,1,no_time,1,1,photo_image,shopping_retail,1,1,batch_media_ops,0,0,0,1,1,0,0,0,0,0,place_reco,1,1,1,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,1,personal_media_retrieval,1.0,0.4
사진에 있는 이런 인테리어 장식을 구경해 볼 수 있는 곳 찾아줘,19.7669,35,11,recommend,personal_content,1,0,0,1,no_time,1,1,photo_image,shopping_retail,1,1,batch_media_ops,0,0,0,1,1,0,0,0,0,0,place_reco,1,1,1,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,1,personal_media_retrieval,1.0,0.4
오늘 목표 걸음수를 채울 수 있는 코스 추천해줘,22.0324,26,8,recommend,personal_activity_log,1,0,0,1,present_now,2,2,structured_log,health_fitness,1,1,creative_recommendation,0,0,0,2,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,1.0,0.8
지금 근처에서 할 수 있는 운동 추천해줘,13.1321,22,7,recommend,external_web,0,0,0,1,present_now,2,2,mixed/unknown,health_fitness,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.7
오늘 목표 칼로리를 달성 할 수 있는 운동 추천해줘,10.5821,28,9,recommend,personal_activity_log,1,0,0,1,present_now,2,2,structured_log,health_fitness,1,1,creative_recommendation,0,0,0,2,0,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,1.0,0.8
오늘같은 날씨에 하면 좋을 운동 추천해줘,12.9894,22,6,recommend,external_web,0,0,0,1,present_now,2,2,mixed/unknown,health_fitness,1,1,creative_recommendation,0,0,0,1,0,0,0,0,0,1,place_reco,0,1,0,0,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,1,0,0,health_meal,0,1,content_recommendation,0.6,0.8
지금 여기 아울렛에서 할인되는 카드 추천해줘,15.8561,24,6,recommend,external_web,0,0,0,1,present_now,2,2,mixed/unknown,finance,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,0,card_coupon_reco,1,1,0,1,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,2,0,0,spend_optimization,0,1,financial_analytics,0.9,1.0
지금 여기 백화점에서 할인되는 카드 추천해줘,17.9164,24,6,recommend,external_web,0,0,0,1,present_now,2,2,mixed/unknown,finance,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,0,card_coupon_reco,1,1,0,1,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,2,0,0,spend_optimization,0,1,financial_analytics,0.9,1.0
지금 여기 식당에서 할인되는 카드 추천해줘,17.2717,23,6,recommend,external_web,0,0,0,1,present_now,2,2,mixed/unknown,finance,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,0,card_coupon_reco,1,1,0,1,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,2,0,0,spend_optimization,0,1,financial_analytics,0.9,1.0
지금 여기 카페에서 할인되는 카드 추천해줘,14.4256,23,6,recommend,external_web,0,0,0,1,present_now,2,2,mixed/unknown,finance,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,0,card_coupon_reco,1,1,0,1,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,2,0,0,spend_optimization,0,1,financial_analytics,0.9,1.0
출퇴근 시간에 볼 만한 영상 추천해줘,18.0612,20,6,recommend,external_web,0,0,0,1,no_time,1,0,video,media_entertainment,0,1,creative_recommendation,0,0,0,0,1,0,0,0,0,0,content_reco,0,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,1,1,0,casual_meal,0,0,content_recommendation,0.8,0.4
공부할 때에 들으면 좋은 노래 추천해줘,14.1756,21,6,recommend,external_web,0,0,0,1,no_time,0,0,media_history,media_entertainment,0,1,creative_recommendation,0,0,0,0,0,0,0,0,0,0,content_reco,0,1,0,0,ranked_list,0,0,0,0,deal_finding,neutral,1,1,0,casual_meal,0,0,content_recommendation,0.8,0.0
운동 중에 즐길 만한 콘텐츠 추천해줘,17.051,20,6,recommend,external_web,0,0,0,1,no_time,1,0,media_history,media_entertainment,0,1,creative_recommendation,0,0,0,0,0,0,0,0,0,0,content_reco,0,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,1,1,0,casual_meal,0,0,content_recommendation,0.8,0.3
휴식 시간에 읽기 좋은 책 추천해줘,12.775,19,6,recommend,external_web,0,0,0,1,no_time,1,0,text,media_entertainment,0,1,creative_recommendation,0,0,0,0,0,0,0,0,0,0,content_reco,0,1,0,0,ranked_list,0,1,0,0,deal_finding,neutral,1,1,0,casual_meal,0,0,content_recommendation,0.8,0.4
지금 대화 중인 친구들과 갈 만한 식당 찾아줘,18.7958,25,8,recommend,external_web,0,0,0,1,present_now,2,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,1,0,0,0,place_reco,1,1,0,0,ranked_list,1,1,1,0,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,1,content_recommendation,0.9,0.9
지금 대화 중인 친구들과 갈 만한 카페 찾아줘,19.255,25,8,recommend,external_web,0,0,0,1,present_now,2,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,1,0,0,0,place_reco,1,1,0,0,ranked_list,1,1,1,0,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,1,content_recommendation,0.9,0.9
지금 대화 중인 친구들과 갈 만한 펍 찾아줘,22.1998,24,8,recommend,external_web,0,0,0,1,present_now,2,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,1,0,0,0,place_reco,1,1,0,0,ranked_list,1,1,1,0,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,1,content_recommendation,0.9,0.9
지금 대화 중인 친구들과 갈 만한 노래방 찾아줘,12.8402,26,8,recommend,external_web,0,0,0,1,present_now,2,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,1,0,0,0,place_reco,1,1,0,0,ranked_list,1,1,1,0,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,1,content_recommendation,0.9,0.9
지금 내가 갖고 있는 멤버십 중에 여기 백화점에서 할인되는 멤버십 찾아줘,25.0356,43,13,retrieve_item,commerce_history,1,1,0,0,present_now,2,2,structured_log,finance,1,0,one_shot_lookup,0,0,0,2,1,0,0,0,1,0,card_coupon_reco,1,0,0,1,simple_fact,1,1,0,0,deal_finding,mobile_on_the_go,2,0,0,spend_optimization,0,1,financial_analytics,1.0,1.0
지금 내가 갖고 있는 쿠폰 중에 여기 마트에서 할인되는 쿠폰 찾아줘,18.4119,37,11,retrieve_item,commerce_history,1,1,0,0,present_now,2,2,structured_log,finance,1,0,one_shot_lookup,0,0,0,2,1,0,0,0,1,0,card_coupon_reco,1,0,0,1,simple_fact,1,1,0,0,deal_finding,mobile_on_the_go,2,0,0,spend_optimization,0,1,financial_analytics,1.0,1.0
지금 내가 갖고 있는 카드 중에 여기 아울렛에서 할인되는 카드 찾아줘,28.7196,38,11,retrieve_item,commerce_history,1,1,0,0,present_now,2,2,structured_log,finance,1,0,one_shot_lookup,0,0,0,2,1,0,0,0,1,0,card_coupon_reco,1,0,0,1,simple_fact,1,1,0,0,deal_finding,mobile_on_the_go,2,0,0,spend_optimization,0,1,financial_analytics,1.0,1.0
지금 내가 갖고 있는 카드 중에 여기 온라인쇼핑몰에서 할인되는 카드 찾아줘,19.6738,41,11,retrieve_item,commerce_history,1,1,0,0,present_now,2,2,structured_log,finance,1,0,one_shot_lookup,0,0,0,2,1,0,0,0,1,0,card_coupon_reco,1,0,0,1,simple_fact,1,1,0,0,deal_finding,mobile_on_the_go,2,0,0,spend_optimization,0,1,financial_analytics,1.0,1.0
지금 30분 정도 여유 시간에 볼만한 도서 추천해줘,10.3147,27,8,recommend,external_web,0,0,0,1,present_now,2,0,text,media_entertainment,0,1,creative_recommendation,0,0,0,0,0,0,0,0,0,0,content_reco,0,1,0,0,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,1,1,0,casual_meal,0,0,content_recommendation,0.8,0.6
지금 30분 정도 여유 시간에 볼만한 한국사 강의 추천해줘,17.7394,32,9,recommend,external_web,0,0,0,1,present_now,2,0,video,media_entertainment,0,1,creative_recommendation,0,0,0,0,0,0,0,0,0,0,content_reco,0,1,0,0,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,1,1,0,casual_meal,0,0,content_recommendation,0.8,0.6
지금 30분 정도 여유 시간에 볼만한 자기 계발 영상 추천해줘,15.1364,34,10,recommend,external_web,0,0,0,1,present_now,2,0,video,media_entertainment,0,1,creative_recommendation,0,0,0,0,0,0,0,0,0,0,content_reco,0,1,0,0,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,1,1,0,casual_meal,0,0,content_recommendation,0.8,0.6
지금 30분 정도 여유 시간에 볼만한 다큐멘터리 추천해줘,18.6942,31,8,recommend,external_web,0,0,0,1,present_now,2,0,video,media_entertainment,0,1,creative_recommendation,0,0,0,0,0,0,0,0,0,0,content_reco,0,1,0,0,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,1,1,0,casual_meal,0,0,content_recommendation,0.8,0.6
현재 위치에서 걸어서 갈 수 있는 맛집 리스트 보여줘,18.3592,28,9,recommend,external_web,0,1,0,1,present_now,2,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,0,place_reco,1,1,0,1,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,1,content_recommendation,1.0,0.9
현재 위치에서 걸어서 갈 수 있는 카페 리스트 보여줘,18.4366,28,9,recommend,external_web,0,1,0,1,present_now,2,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,0,place_reco,1,1,0,1,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,1,content_recommendation,1.0,0.9
현재 위치에서 걸어서 갈 수 있는 가볼만한 곳 리스트 보여줘,23.8414,33,10,recommend,external_web,0,1,0,1,present_now,2,1,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,0,place_reco,1,1,0,1,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,1,content_recommendation,1.0,0.9
현재 위치에서 걸어서 갈 수 있는 오프라인 쇼핑몰 리스트 보여줘,17.871,35,10,recommend,external_web,0,1,0,1,present_now,2,1,mixed/unknown,shopping_retail,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,0,place_reco,1,1,0,1,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,2,0,0,casual_meal,0,1,content_recommendation,1.0,0.9
오늘 날씨에 적합한 패션 스타일 추천해줘,10.6296,22,6,recommend,external_web,0,0,0,1,present_now,2,1,mixed/unknown,fashion_style,1,1,creative_recommendation,0,0,0,0,0,0,0,0,0,0,product_reco,0,1,0,0,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,1,0,0,casual_meal,0,0,content_recommendation,0.9,0.8
오늘 출장지에 적합한 패션 스타일 추천해줘,22.7296,23,6,recommend,external_web,0,0,0,1,present_now,2,1,mixed/unknown,fashion_style,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,0,product_reco,1,1,0,0,ranked_list,1,1,0,0,deal_finding,mobile_on_the_go,1,0,0,casual_meal,0,0,content_recommendation,0.9,0.8
오늘 저녁 약속에 적합한 패션 스타일 추천해줘,19.0553,25,7,recommend,external_web,0,0,0,1,present_now,2,1,mixed/unknown,fashion_style,1,1,creative_recommendation,0,0,0,1,0,1,0,0,0,0,product_reco,0,1,0,0,ranked_list,1,1,1,0,deal_finding,mobile_on_the_go,1,0,0,casual_meal,0,0,content_recommendation,0.9,0.9
이번 주말에 뭐 입으면 좋을지 추천해줘,17.5808,21,6,recommend,external_web,0,0,0,1,future,1,1,mixed/unknown,fashion_style,0,1,creative_recommendation,0,0,0,0,0,0,0,0,0,0,product_reco,0,1,0,0,ranked_list,0,2,0,0,deal_finding,neutral,1,0,0,casual_meal,0,0,content_recommendation,0.9,0.4
내가 자주 먹는 음식을 분석해서 늦은 밤에 먹기 좋은 건강식 추천해줘,26.025,38,12,recommend,personal_activity_log,1,1,1,1,no_time,1,2,structured_log,health_fitness,1,2,creative_recommendation,0,0,1,2,0,0,0,0,0,1,diet_reco,1,1,0,0,summary_text,0,2,0,0,budgeting,home_desktop,2,1,1,health_meal,0,1,content_recommendation,1.0,0.2
내가 자주 먹는 음식을 분석해서 아침에 먹기 좋은 간편식 추천해줘,13.3468,39,12,recommend,personal_activity_log,1,1,1,1,no_time,1,2,structured_log,health_fitness,1,2,creative_recommendation,0,0,1,2,0,0,0,0,0,1,diet_reco,1,1,0,0,summary_text,0,2,0,0,budgeting,home_desktop,2,1,1,health_meal,0,1,content_recommendation,1.0,0.2
내가 자주 먹는 음식을 분석해서 운동 후 먹기 좋은 음식 추천해줘,12.6053,39,12,recommend,personal_activity_log,1,1,1,1,no_time,1,2,structured_log,health_fitness,1,2,creative_recommendation,0,0,1,2,0,0,0,0,0,1,diet_reco,1,1,0,0,summary_text,0,2,0,0,budgeting,home_desktop,2,1,1,health_meal,0,1,content_recommendation,1.0,0.2
내가 자주 먹는 음식을 분석해서 다이어트할 때 먹기 좋은 음식 추천해줘,28.1394,43,13,recommend,personal_activity_log,1,1,1,1,no_time,1,2,structured_log,health_fitness,1,2,creative_recommendation,0,0,1,2,0,0,0,0,0,1,diet_reco,1,1,0,0,summary_text,0,2,0,0,budgeting,home_desktop,2,1,1,health_meal,0,1,content_recommendation,1.0,0.2
